APerM,BPerM,DRB PerM,FG %,FG PerM,FG2 PerM,FG2A PerM,FG3 %,FG3 PerM,FG3A PerM,FGA PerM,FTPerM,Fouls PerM,GP,GS,MPG,ORB PerM,PPerM,SPerM,TO PerM,TRB PerM,Teams,age,name,position
3.2,0.2,3.1,.448,8.6,.524,12.0,.324,2.3,7.2,19.2,2.6,1.8,81,0,2214,1.3,22.2,0.9,2.2,4.4,Jordan Clarkson,26,Jordan Clarkson,SG
2.4,0.8,7.4,.560,9.2,.609,13.2,.348,1.1,3.1,16.4,4.0,3.9,61,59,1829,4.3,23.4,0.4,2.4,11.7,John Collins,21,John Collins,PF
1.9,1.8,5.7,.473,5.0,.534,7.4,.331,1.1,3.2,10.6,2.5,4.6,77,0,1356,2.9,13.6,0.7,2.0,8.6,Zach Collins,21,Zach Collins,C
7.7,0.2,3.3,.467,5.2,.492,7.8,.407,1.3,3.3,11.1,2.7,2.3,76,76,2143,0.6,14.3,1.8,2.1,3.9,Darren Collison,31,Darren Collison,PG
1.1,0.4,8.1,.333,4.8,.444,6.6,.238,1.8,7.7,14.3,2.9,1.1,8,2,98,2.9,14.3,1.8,1.1,11.0,Bonzie Colson,23,Bonzie Colson,SF
6.9,0.3,3.1,.438,7.5,.483,10.7,.364,2.4,6.5,17.2,5.3,1.9,70,70,2342,0.6,22.7,1.4,2.0,3.7,Mike Conley,31,Mike Conley,PG
3.5,0.7,5.6,.466,4.7,.647,4.3,.330,1.9,5.7,10.0,0.8,2.3,61,2,1261,1.7,12.0,0.9,0.9,7.4,Pat Connaughton,26,Pat Connaughton,SG
3.9,0.1,4.6,.465,6.9,.515,8.1,.405,2.8,6.8,14.9,0.7,3.1,74,10,1059,0.7,17.3,0.7,1.7,5.3,Quinn Cook,25,Quinn Cook,PG
5.0,2.1,9.5,.480,8.3,.551,12.9,.274,1.2,4.4,17.3,4.9,5.1,30,30,771,2.0,22.8,1.9,3.4,11.5,DeMarcus Cousins,28,DeMarcus Cousins,C
1.4,1.4,4.9,.431,4.7,.518,4.1,.378,2.5,6.7,10.8,2.0,3.8,35,35,1203,0.8,13.9,2.2,1.4,5.8,Robert Covington,28,Robert Covington,SF
1.1,1.9,4.9,.427,4.1,.500,3.3,.390,2.5,6.3,9.6,1.4,3.7,13,13,440,0.6,12.0,2.0,1.8,5.5,Robert Covington,28,Robert Covington,SF
1.5,1.1,5.0,.433,5.0,.526,4.6,.372,2.6,7.0,11.6,2.4,3.8,22,22,763,1.0,15.0,2.4,1.2,5.9,Robert Covington,28,Robert Covington,SF
1.5,0.4,4.2,.367,4.4,.342,3.6,.378,3.1,8.2,11.9,1.3,3.2,43,20,1133,0.5,13.1,0.7,1.5,4.7,Allen Crabbe,26,Allen Crabbe,SG
1.7,1.1,4.2,.442,3.8,.569,4.2,.324,1.5,4.5,8.7,1.2,4.2,75,37,1503,2.1,10.3,0.9,1.1,6.3,Torrey Craig,28,Torrey Craig,SF
6.8,0.4,2.3,.397,5.2,.453,7.0,.332,2.0,6.0,13.0,2.8,2.2,64,0,1211,0.2,15.1,1.0,2.9,2.5,Jamal Crawford,38,Jamal Crawford,SG
4.5,0.0,4.5,.500,6.0,.571,10.5,.000,0.0,1.5,12.0,3.7,2.3,5,0,48,4.5,15.8,1.5,0.7,9.0,Mitch Creek,26,Mitch Creek,SF
5.0,0.0,5.0,.500,5.0,.556,9.0,.000,0.0,1.0,10.0,5.0,3.0,4,0,36,5.0,15.0,1.0,0.0,10.0,Mitch Creek,26,Mitch Creek,SF
3.0,0.0,3.0,.500,9.0,.600,15.0,.000,0.0,3.0,18.0,0.0,0.0,1,0,12,3.0,18.0,3.0,3.0,6.0,Mitch Creek,26,Mitch Creek,SF
,,,,,,,,,,,,,,,,,,,,,,,,
2.2,0.5,5.4,.399,5.3,.527,4.6,.331,2.9,8.7,13.2,2.4,2.8,80,11,2166,1.0,15.8,1.1,1.4,6.4,Jae Crowder,28,Jae Crowder,SF
1.9,0.5,5.4,.475,2.9,.484,3.6,.462,1.2,2.5,6.1,0.5,2.8,64,21,928,1.9,7.5,1.0,0.9,7.3,Dante Cunningham,31,Dante Cunningham,PF
1.7,0.3,2.4,.456,5.5,.463,5.5,.450,2.9,6.5,12.0,1.1,2.5,74,2,1399,0.7,15.0,0.9,1.6,3.1,Seth Curry,28,Seth Curry,SG
5.6,0.4,5.0,.472,9.8,.525,8.2,.437,5.5,12.5,20.7,4.1,2.6,69,69,2331,0.7,29.1,1.4,3.0,5.7,Stephen Curry,30,Stephen Curry,PG
1.2,0.2,2.8,.411,5.4,.481,3.8,.381,3.5,9.2,13.0,0.9,3.7,51,1,760,0.6,15.1,1.2,1.3,3.5,Troy Daniels,27,Troy Daniels,SG
4.2,2.6,9.7,.517,10.3,.547,17.1,.331,0.9,2.8,20.0,6.7,2.6,56,56,1850,3.4,28.3,1.7,2.2,13.1,Anthony Davis,25,Anthony Davis,C
1.5,1.5,7.9,.682,4.6,.714,6.4,.000,0.0,0.3,6.7,1.8,3.7,9,0,118,3.1,11.0,0.9,0.9,11.0,Deyonta Davis,22,Deyonta Davis,C
1.5,0.8,11.9,.616,4.6,.620,7.5,.000,0.0,0.0,7.5,2.5,5.6,81,1,1446,5.4,11.8,0.9,1.6,17.3,Ed Davis,29,Ed Davis,C
0.0,0.0,0.0,.000,0.0,.000,36.0,,0.0,0.0,36.0,0.0,0.0,1,0,1,36.0,0.0,0.0,0.0,36.0,Tyler Davis,21,Tyler Davis,C
2.0,1.6,8.4,.492,5.8,.570,6.9,.382,1.9,4.9,11.8,2.1,4.8,64,52,1609,2.3,15.5,1.5,1.9,10.7,Dewayne Dedmon,29,Dewayne Dedmon,C
2.1,0.3,4.3,.469,5.5,.521,8.9,.306,0.9,2.8,11.7,1.3,2.1,47,5,788,2.4,13.1,1.7,1.1,6.8,Sam Dekker,24,Sam Dekker,PF
1.9,0.0,5.1,.458,4.7,.486,7.5,.385,1.1,2.8,10.2,1.7,2.8,9,5,169,1.9,12.1,2.3,1.1,7.0,Sam Dekker,24,Sam Dekker,PF
2.2,0.4,4.1,.471,5.7,.528,9.2,.286,0.8,2.8,12.1,1.2,2.0,38,0,619,2.6,13.4,1.6,1.1,6.7,Sam Dekker,24,Sam Dekker,PF
0.0,0.0,4.8,.200,2.4,.200,12.0,,0.0,0.0,12.0,2.4,4.8,2,0,15,4.8,7.2,2.4,0.0,9.6,Ángel Delgado,24,Ángel Delgado,C
8.0,0.1,3.1,.405,4.3,.482,5.0,.338,2.0,5.8,10.7,1.9,3.3,48,0,812,0.3,12.5,0.6,3.0,3.4,Matthew Dellavedova,28,Matthew Dellavedova,PG
10.8,0.0,3.7,.316,2.2,.250,3.0,.364,1.5,4.1,7.1,1.5,3.3,12,0,97,0.0,7.4,0.7,4.1,3.7,Matthew Dellavedova,28,Matthew Dellavedova,PG
7.7,0.1,3.1,.413,4.6,.500,5.2,.336,2.0,6.0,11.2,1.9,3.3,36,0,715,0.3,13.2,0.6,2.9,3.4,Matthew Dellavedova,28,Matthew Dellavedova,PG
1.7,0.7,4.9,.500,5.4,.608,6.8,.318,1.3,4.0,10.8,2.3,2.2,22,2,392,1.8,14.4,1.4,1.3,6.7,Luol Deng,33,Luol Deng,SF
6.4,0.5,5.5,.481,8.5,.492,17.0,.156,0.1,0.6,17.6,4.9,2.4,77,77,2688,0.7,21.9,1.2,2.7,6.2,DeMar DeRozan,29,DeMar DeRozan,SG
0.5,0.5,2.7,.485,8.6,.462,7.0,.500,5.4,10.7,17.7,2.1,4.8,11,0,67,4.3,24.7,0.0,1.6,7.0,Marcus Derrickson,22,Marcus Derrickson,PF
1.3,1.3,10.3,.620,6.8,.625,10.7,.250,0.0,0.2,10.9,2.0,4.5,64,1,896,3.0,15.5,1.2,2.0,13.3,Cheick Diallo,22,Cheick Diallo,PF
1.2,0.7,4.0,.455,5.1,.504,9.7,.167,0.3,1.6,11.3,2.5,5.3,51,3,526,2.6,13.0,1.4,1.6,6.6,Hamidou Diallo,20,Hamidou Diallo,SG
2.5,1.4,8.0,.501,6.6,.530,11.2,.339,0.7,2.0,13.2,3.1,4.7,76,2,1031,2.8,16.9,1.7,2.0,10.9,Gorgui Dieng,29,Gorgui Dieng,C
5.8,0.3,2.6,.442,6.9,.528,8.6,.335,2.3,7.0,15.6,5.4,3.5,68,4,1914,0.5,21.5,0.8,2.9,3.1,Spencer Dinwiddie,25,Spencer Dinwiddie,PG
,,,,,,,,,,,,,,,,,,,,,,,,
2.7,0.5,4.3,.403,4.4,.683,3.6,.265,1.9,7.3,10.9,0.8,3.3,27,0,411,1.4,11.5,1.1,1.7,5.7,Donte DiVincenzo,22,Donte DiVincenzo,SG
6.7,0.4,7.4,.427,7.9,.503,10.4,.327,2.6,8.0,18.4,5.4,2.1,72,72,2318,1.3,23.7,1.2,3.8,8.7,Luka Dončić,19,Luka Dončić,SG
2.9,0.1,4.4,.405,5.5,.477,6.8,.333,2.3,6.8,13.6,2.0,2.7,48,11,698,1.4,15.3,0.7,1.4,5.8,Tyler Dorsey,22,Tyler Dorsey,SG
2.4,0.1,4.9,.360,4.6,.440,7.2,.256,1.4,5.6,12.8,2.3,2.9,27,0,251,1.3,12.9,1.0,1.4,6.2,Tyler Dorsey,22,Tyler Dorsey,SG
3.1,0.1,4.2,.429,6.0,.500,6.6,.366,2.7,7.5,14.1,1.8,2.7,21,11,447,1.4,16.6,0.6,1.4,5.6,Tyler Dorsey,22,Tyler Dorsey,SG
2.4,0.2,4.1,.415,5.2,.461,6.4,.368,2.3,6.1,12.5,1.3,2.4,73,40,2004,0.6,14.0,1.0,1.3,4.7,Damyean Dotson,24,Damyean Dotson,SG
3.5,0.0,7.8,.381,5.6,.462,9.2,.250,1.4,5.6,14.8,0.7,1.4,6,0,51,4.2,13.4,1.4,0.0,12.0,PJ Dozier,22,PJ Dozier,SG
6.3,0.2,3.3,.413,6.5,.454,9.8,.348,2.1,6.0,15.7,2.9,2.9,36,22,991,0.7,17.9,1.1,2.6,4.0,Goran Dragić,32,Goran Dragić,PG
1.5,1.9,11.0,.533,7.6,.548,13.8,.132,0.1,0.5,14.3,3.3,3.7,79,79,2647,5.8,18.6,1.8,2.4,16.8,Andre Drummond,25,Andre Drummond,C
2.4,0.5,3.6,.423,3.0,.545,2.6,.351,1.6,4.5,7.1,0.9,3.9,59,25,1220,1.0,8.5,1.1,1.3,4.6,Jared Dudley,33,Jared Dudley,PF
7.2,0.5,4.4,.425,5.6,.441,10.6,.354,0.9,2.5,13.1,1.4,4.3,46,44,1389,0.5,13.5,1.8,2.7,4.8,Kris Dunn,24,Kris Dunn,PG
6.1,1.1,6.2,.521,9.6,.587,13.3,.353,1.8,5.2,18.4,6.0,2.1,78,78,2702,0.4,27.0,0.8,3.0,6.6,Kevin Durant,30,Kevin Durant,SF
12.0,0.0,6.0,.667,12.0,.500,12.0,1.000,6.0,6.0,18.0,0.0,0.0,3,0,6,0.0,30.0,0.0,0.0,6.0,Trevon Duval,20,Trevon Duval,PG
0.0,0.0,2.3,.250,2.3,,0.0,.250,2.3,9.0,9.0,0.0,0.0,2,0,16,2.3,6.8,0.0,0.0,4.5,Vince Edwards,22,Vince Edwards,SF
2.2,0.3,8.5,.411,5.4,.386,7.9,.447,2.4,5.3,13.2,2.6,3.8,19,0,259,0.7,15.8,1.0,1.3,9.2,Henry Ellenson,22,Henry Ellenson,PF
1.4,0.0,13.0,.400,5.8,.333,8.6,.500,2.9,5.8,14.4,2.9,2.9,2,0,25,0.0,17.3,0.0,0.0,13.0,Henry Ellenson,22,Henry Ellenson,PF
2.3,0.3,8.0,.412,5.4,.392,7.8,.441,2.3,5.2,13.1,2.6,3.8,17,0,234,0.8,15.7,1.1,1.4,8.8,Henry Ellenson,22,Henry Ellenson,PF
2.0,0.2,2.6,.403,5.1,.541,2.4,.371,3.8,10.3,12.7,1.1,2.6,53,38,1297,0.4,15.1,1.5,1.1,3.0,Wayne Ellington,31,Wayne Ellington,SG
2.0,0.2,2.8,.375,4.7,.414,2.0,.368,3.8,10.5,12.4,0.9,2.7,25,12,533,0.4,14.1,1.6,0.9,3.2,Wayne Ellington,31,Wayne Ellington,SG
2.0,0.1,2.5,.421,5.4,.607,2.6,.373,3.8,10.2,12.9,1.2,2.5,28,26,764,0.4,15.8,1.4,1.2,2.8,Wayne Ellington,31,Wayne Ellington,SG
3.9,2.0,11.9,.484,9.7,.535,15.6,.300,1.3,4.4,20.0,8.7,3.5,64,64,2154,2.7,29.4,0.8,3.8,14.6,Joel Embiid,24,Joel Embiid,C
1.2,0.7,3.6,.469,4.0,.601,4.0,.353,1.6,4.6,8.6,1.7,4.4,58,27,1230,1.8,11.4,1.2,1.0,5.3,James Ennis,28,James Ennis,SF
1.0,0.6,3.0,.493,3.9,.659,3.5,.367,1.7,4.6,8.0,1.6,4.2,40,25,949,1.4,11.2,1.4,0.9,4.4,James Ennis,28,James Ennis,SF
1.8,0.9,5.4,.410,4.4,.489,6.0,.306,1.4,4.6,10.6,2.0,5.0,18,2,281,2.9,12.2,0.4,1.4,8.3,James Ennis,28,James Ennis,SF
2.2,1.6,8.9,.577,4.8,.577,8.3,,0.0,0.0,8.3,3.5,3.5,23,0,113,1.9,13.1,0.6,2.5,10.8,Drew Eubanks,21,Drew Eubanks,PF
4.1,0.5,3.4,.340,3.2,.368,6.7,.267,0.7,2.6,9.4,0.0,4.9,30,1,204,1.1,7.1,0.9,1.9,4.4,Jacob Evans,21,Jacob Evans,SG
5.5,0.0,6.1,.214,1.7,.273,6.1,.000,0.0,1.7,7.8,0.0,4.4,8,0,65,0.6,3.3,1.7,3.3,6.6,Jawun Evans,22,Jawun Evans,PG
5.6,0.0,6.2,.231,1.7,.273,6.2,.000,0.0,1.1,7.3,0.0,4.5,7,0,64,0.6,3.4,1.7,3.4,6.8,Jawun Evans,22,Jawun Evans,PG
0.0,0.0,0.0,.000,0.0,,0.0,.000,0.0,36.0,36.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,Jawun Evans,22,Jawun Evans,PG
4.3,0.5,4.3,.389,6.6,.405,11.4,.356,2.0,5.5,16.9,3.0,3.0,69,18,1402,0.8,18.1,1.5,3.0,5.2,Tyreke Evans,29,Tyreke Evans,SG
,,,,,,,,,,,,,,,,,,,,,,,,
6.0,0.3,2.8,.419,5.5,.464,9.7,.290,1.0,3.4,13.1,3.7,3.7,42,1,664,0.9,15.6,0.8,2.8,3.7,Dante Exum,23,Dante Exum,PG
1.0,1.1,7.6,.589,7.7,.617,11.9,.320,0.4,1.2,13.1,3.2,4.1,37,13,728,4.8,19.0,0.8,1.6,12.4,Kenneth Faried,29,Kenneth Faried,C
0.6,1.2,8.8,.595,7.6,.649,11.3,.200,0.3,1.5,12.8,3.1,2.4,12,0,118,4.6,18.6,0.6,1.8,13.4,Kenneth Faried,29,Kenneth Faried,C
1.1,1.1,7.3,.587,7.7,.611,12.0,.350,0.4,1.2,13.2,3.2,4.4,25,13,610,4.8,19.1,0.9,1.6,12.2,Kenneth Faried,29,Kenneth Faried,C
1.8,2.2,7.2,.586,7.4,.640,11.0,.218,0.3,1.6,12.6,3.1,3.3,76,70,1766,4.2,18.3,1.1,1.7,11.4,Derrick Favors,27,Derrick Favors,C
1.8,0.3,6.7,.531,4.6,.543,8.4,.000,0.0,0.2,8.6,2.4,3.3,60,0,746,3.8,11.6,0.5,1.6,10.5,Cristiano Felício,26,Cristiano Felício,C
4.9,0.6,2.8,.407,5.2,.473,7.0,.328,1.9,5.8,12.8,1.1,2.8,33,0,379,0.4,13.5,0.9,1.3,3.2,Raymond Felton,34,Raymond Felton,PG
1.3,0.3,2.0,.429,3.4,.560,2.6,.366,2.0,5.4,8.0,0.7,4.3,74,74,1931,0.6,9.6,0.7,0.9,2.6,Terrance Ferguson,20,Terrance Ferguson,SG
4.6,0.1,3.2,.435,5.2,.488,6.8,.362,1.8,5.0,11.9,2.0,2.2,71,3,1067,0.4,14.2,1.2,1.3,3.7,Yogi Ferrell,25,Yogi Ferrell,PG
1.7,0.7,4.6,.432,4.1,.544,5.0,.311,1.4,4.6,9.6,1.3,3.4,81,26,1985,2.5,11.0,1.3,1.3,7.1,Dorian Finney-Smith,25,Dorian Finney-Smith,SF
2.7,0.1,3.5,.456,5.7,.489,5.9,.426,2.8,6.5,12.4,1.1,2.5,82,81,2293,0.3,15.2,0.7,1.3,3.8,Bryn Forbes,25,Bryn Forbes,SG
4.2,0.2,3.1,.438,6.6,.509,8.7,.340,2.2,6.3,15.1,1.9,3.2,81,81,2553,0.5,17.3,1.0,2.2,3.6,Evan Fournier,26,Evan Fournier,SG
8.3,0.6,3.7,.458,7.1,.482,12.3,.371,1.2,3.3,15.6,4.3,2.9,81,81,2546,0.6,19.8,1.9,3.2,4.3,De'Aaron Fox,21,De'Aaron Fox,PG
0.8,0.0,1.6,.333,5.7,.467,12.3,.000,0.0,4.9,17.2,0.8,4.9,10,0,44,2.5,12.3,0.8,0.8,4.1,Melvin Frazier,22,Melvin Frazier,SG
8.0,0.2,4.1,.444,3.7,.494,5.1,.366,1.2,3.2,8.4,1.3,3.6,59,19,1120,1.3,10.0,1.0,2.4,5.4,Tim Frazier,28,Tim Frazier,PG
8.2,0.2,4.2,.451,3.5,.517,4.7,.351,1.1,3.0,7.7,1.3,3.7,47,17,909,1.3,9.3,1.0,2.4,5.4,Tim Frazier,28,Tim Frazier,PG
7.2,0.2,3.8,.424,4.8,.429,7.2,.417,1.7,4.1,11.3,1.5,3.2,12,2,211,1.5,12.8,0.9,2.7,5.3,Tim Frazier,28,Tim Frazier,PG
4.4,0.0,3.3,.276,4.4,.500,8.9,.000,0.0,7.2,16.1,3.3,2.8,6,0,65,0.6,12.2,1.7,2.8,3.9,Jimmer Fredette,29,Jimmer Fredette,SG
2.1,0.5,5.1,.368,4.5,.289,4.0,.405,3.4,8.3,12.4,1.2,4.6,36,6,341,0.4,13.6,0.6,1.4,5.5,Channing Frye,35,Channing Frye,C
5.0,0.4,3.7,.419,5.5,.433,11.9,.286,0.3,1.2,13.1,1.8,4.4,19,15,427,2.2,13.1,1.4,2.1,5.9,Markelle Fultz,20,Markelle Fultz,SG
3.1,0.4,6.3,.463,7.2,.484,9.0,.433,2.8,6.5,15.5,6.4,2.3,68,68,2059,0.9,23.5,0.9,1.7,7.3,Danilo Gallinari,30,Danilo Gallinari,SF
1.8,0.2,2.5,.388,4.7,.449,4.3,.355,2.8,7.8,12.1,1.7,2.8,80,4,1745,1.0,13.9,0.8,0.5,3.5,Langston Galloway,27,Langston Galloway,SG
4.0,0.6,1.7,.407,6.3,.579,10.9,.000,0.0,4.6,15.4,2.3,1.7,4,0,63,0.0,14.9,0.6,1.1,1.7,Billy Garrett,24,Billy Garrett,SG
5.2,1.3,8.1,.448,5.8,.487,8.8,.363,1.5,4.0,12.9,2.8,3.2,79,72,2436,1.2,15.8,1.2,2.3,9.3,Marc Gasol,34,Marc Gasol,C
5.0,1.3,8.0,.444,6.1,.491,9.3,.344,1.5,4.4,13.8,3.1,3.0,53,53,1788,1.1,16.8,1.2,2.4,9.2,Marc Gasol,34,Marc Gasol,C
5.6,1.3,8.2,.465,4.8,.474,7.5,.442,1.3,2.9,10.4,2.2,3.9,26,19,648,1.3,13.2,1.3,2.0,9.6,Marc Gasol,34,Marc Gasol,C
,,,,,,,,,,,,,,,,,,,,,,,,
5.2,1.5,11.5,.447,4.2,.444,8.1,.462,0.6,1.3,9.4,2.8,2.9,30,6,360,2.2,11.8,0.5,1.6,13.7,Pau Gasol,38,Pau Gasol,C
5.5,1.5,11.5,.466,4.5,.462,8.5,.500,0.5,1.1,9.6,2.9,3.1,27,6,330,2.4,12.4,0.5,1.5,13.9,Pau Gasol,38,Pau Gasol,C
2.4,1.2,12.0,.167,1.2,.000,3.6,.333,1.2,3.6,7.2,1.2,1.2,3,0,30,0.0,4.8,0.0,2.4,12.0,Pau Gasol,38,Pau Gasol,C
3.6,0.7,8.0,.504,7.3,.537,11.0,.402,1.4,3.6,14.6,2.3,3.1,69,51,1842,1.2,18.5,1.1,2.2,9.2,Rudy Gay,32,Rudy Gay,PF
4.0,0.4,6.6,.438,9.0,.484,10.9,.386,3.7,9.6,20.5,5.7,2.7,77,77,2841,1.3,27.4,2.2,2.6,8.0,Paul George,28,Paul George,SF
1.8,0.8,6.1,.566,6.5,.583,10.7,.324,0.2,0.7,11.5,2.9,4.0,70,57,1686,3.7,16.1,1.1,1.6,9.8,Taj Gibson,33,Taj Gibson,PF
3.7,1.0,6.8,.503,7.7,.512,15.0,.000,0.0,0.3,15.3,2.5,6.6,58,0,820,2.9,17.9,1.4,3.2,9.7,Harry Giles,20,Harry Giles,PF
4.5,0.7,2.9,.476,5.6,.503,9.6,.367,0.8,2.3,11.9,2.6,2.9,82,73,2174,0.9,14.7,1.6,2.3,3.8,Shai Gilgeous-Alexander,20,Shai Gilgeous-Alexander,PG
2.2,2.6,10.2,.669,6.6,.669,9.9,,0.0,0.0,9.9,4.6,3.2,81,80,2577,4.3,17.9,0.9,1.8,14.5,Rudy Gobert,26,Rudy Gobert,C
8.8,0.0,1.3,.261,3.8,.235,10.7,.333,1.3,3.8,14.5,5.7,4.4,16,0,57,0.6,14.5,0.0,1.9,1.9,Brandon Goodwin,23,Brandon Goodwin,PG
4.0,0.8,6.1,.449,6.4,.499,9.6,.349,1.7,4.7,14.3,2.5,2.4,78,78,2633,1.8,17.0,0.8,2.2,7.8,Aaron Gordon,23,Aaron Gordon,PF
2.2,0.5,2.2,.409,6.4,.497,5.6,.360,3.6,10.0,15.6,2.0,2.4,68,53,2158,0.3,18.4,0.7,1.5,2.5,Eric Gordon,30,Eric Gordon,SG
3.1,1.2,9.3,.532,4.7,.532,8.9,,0.0,0.0,8.9,1.7,4.4,47,43,751,3.2,11.2,0.3,2.4,12.5,Marcin Gortat,34,Marcin Gortat,C
6.4,0.1,2.8,.343,3.9,.421,5.1,.281,1.8,6.4,11.5,1.9,2.6,46,3,676,0.5,11.6,1.2,1.6,3.4,Devonte' Graham,23,Devonte' Graham,PG
1.7,0.4,4.2,.335,3.2,.413,3.2,.297,1.9,6.4,9.6,0.9,3.4,35,21,715,1.2,9.3,0.7,0.9,5.4,Treveon Graham,25,Treveon Graham,SG
1.1,1.4,4.4,.497,5.6,.555,7.3,.392,1.6,4.0,11.3,2.2,2.9,80,77,2612,1.3,15.0,0.8,0.9,5.7,Jerami Grant,24,Jerami Grant,PF
6.0,0.2,3.0,.418,3.5,.473,4.2,.364,1.5,4.2,8.4,1.0,3.0,60,1,939,0.7,9.6,1.7,2.0,3.8,Jerian Grant,26,Jerian Grant,PG
0.0,0.0,0.0,.000,0.0,,0.0,.000,0.0,36.0,36.0,0.0,0.0,3,0,2,0.0,0.0,0.0,0.0,0.0,Donte Grantham,23,Donte Grantham,SF
2.0,0.9,4.2,.465,4.8,.487,3.2,.455,3.2,7.1,10.2,0.6,2.8,80,80,2216,1.0,13.3,1.2,1.2,5.1,Danny Green,31,Danny Green,SG
7.9,1.2,7.3,.445,3.3,.549,4.5,.285,0.8,2.9,7.4,1.1,3.4,66,66,2065,1.0,8.5,1.7,2.9,8.4,Draymond Green,28,Draymond Green,PF
1.0,0.7,3.7,.400,5.6,.547,3.3,.354,3.8,10.8,14.1,1.4,3.1,73,0,1473,0.7,16.5,0.8,1.3,4.4,Gerald Green,33,Gerald Green,SG
1.3,0.9,8.0,.483,6.0,.530,7.9,.403,1.9,4.6,12.5,2.1,5.1,65,6,1371,2.7,16.0,1.2,2.3,10.7,JaMychal Green,28,JaMychal Green,PF
1.4,1.0,7.2,.484,6.0,.523,8.6,.396,1.5,3.8,12.5,2.5,4.9,41,4,900,2.9,16.1,1.3,2.6,10.1,JaMychal Green,28,JaMychal Green,PF
1.1,0.6,9.6,.482,6.0,.548,6.4,.413,2.5,6.1,12.5,1.3,5.4,24,2,471,2.4,15.9,0.9,1.8,12.0,JaMychal Green,28,JaMychal Green,PF
,,,,,,,,,,,,,,,,,,,,,,,,
2.4,0.7,4.3,.475,5.6,.586,6.3,.347,1.9,5.5,11.8,3.1,2.7,77,44,2097,1.0,16.2,0.7,1.7,5.3,Jeff Green,32,Jeff Green,PF
5.5,0.4,6.4,.462,8.5,.525,11.2,.362,2.6,7.2,18.4,5.7,2.7,75,75,2622,1.4,25.3,0.7,3.5,7.8,Blake Griffin,29,Blake Griffin,PF
3.9,0.2,6.5,.383,4.1,.405,6.5,.348,1.4,4.1,10.6,0.5,3.4,19,3,204,1.8,10.1,1.1,2.8,8.3,Daniel Hamilton,23,Daniel Hamilton,SG
6.9,0.0,1.4,.250,4.2,.429,9.7,.000,0.0,6.9,16.6,2.8,1.4,2,0,26,0.0,11.1,1.4,1.4,1.4,Dusty Hannahs,25,Dusty Hannahs,SG
2.8,0.1,3.3,.393,6.8,.442,9.0,.340,2.8,8.3,17.4,4.1,2.5,65,63,2057,0.6,20.5,0.9,1.8,3.9,Tim Hardaway,26,Tim Hardaway,SG
2.9,0.1,3.2,.388,6.8,.424,9.3,.347,2.8,8.1,17.4,4.8,2.5,46,46,1499,0.6,21.1,1.0,1.9,3.9,Tim Hardaway,26,Tim Hardaway,SG
2.4,0.1,3.5,.404,7.0,.496,8.2,.321,2.9,9.0,17.2,2.1,2.3,19,17,558,0.5,19.0,0.8,1.5,3.9,Tim Hardaway,26,Tim Hardaway,SG
7.4,0.7,5.7,.442,10.6,.528,11.1,.368,4.7,12.9,24.0,9.5,3.1,78,78,2867,0.8,35.4,2.0,4.9,6.5,James Harden,29,James Harden,PG
1.9,1.3,4.9,.487,4.8,.582,6.8,.275,0.8,3.1,9.9,1.2,4.1,60,53,1415,2.0,11.7,1.7,1.1,6.8,Maurice Harkless,25,Maurice Harkless,SF
2.7,1.8,5.9,.615,9.1,.623,14.5,.176,0.1,0.3,14.8,4.4,4.3,82,5,2158,3.1,22.7,1.2,2.2,8.9,Montrezl Harrell,25,Montrezl Harrell,C
4.1,0.5,3.4,.380,4.4,.476,4.9,.310,2.1,6.7,11.7,3.4,4.5,68,2,1071,0.4,14.4,1.2,1.9,3.8,Devin Harris,35,Devin Harris,PG
2.8,0.4,2.6,.424,5.9,.476,8.7,.339,1.8,5.3,14.0,2.5,2.5,57,48,1639,0.9,16.2,1.2,1.5,3.5,Gary Harris,24,Gary Harris,SG
2.8,0.3,3.8,.500,5.9,.528,5.7,.474,2.9,6.1,11.7,1.7,2.9,76,76,2293,0.8,16.3,0.6,1.9,4.6,Joe Harris,27,Joe Harris,SG
2.9,0.5,7.3,.487,7.7,.528,10.9,.397,2.0,5.0,15.9,3.4,2.3,82,82,2847,0.9,20.8,0.6,1.9,8.2,Tobias Harris,26,Tobias Harris,PF
2.8,0.5,7.5,.496,8.0,.523,11.3,.434,2.1,4.9,16.2,3.6,2.3,55,55,1903,0.7,21.8,0.8,2.1,8.2,Tobias Harris,26,Tobias Harris,PF
3.0,0.5,6.9,.469,7.1,.542,10.1,.326,1.7,5.1,15.2,2.8,2.3,27,27,944,1.2,18.8,0.4,1.6,8.1,Tobias Harris,26,Tobias Harris,PF
4.6,0.4,2.7,.302,3.1,.393,5.4,.200,1.0,4.8,10.2,3.3,6.5,17,0,187,1.2,10.4,0.8,2.3,3.9,Andrew Harrison,24,Andrew Harrison,PG
0.0,0.0,0.0,.500,7.2,1.000,7.2,.000,0.0,7.2,14.4,0.0,7.2,1,0,5,0.0,14.4,0.0,0.0,0.0,Andrew Harrison,24,Andrew Harrison,PG
4.2,0.5,2.7,.308,3.0,.360,6.2,.214,0.7,3.5,9.7,4.0,6.5,10,0,144,1.0,10.7,1.0,2.5,3.7,Andrew Harrison,24,Andrew Harrison,PG
