Player,Team,Season,Season Type,Games,AbvBrk3_Usage,MR_Usage,Paint_Usage,RA_Usage,RC3_Usage,LC3_Usage,BC_Usage,AbvBrk3%,MR%,Paint%,RA%,RC3%,LC3%,BC3%
Bobby Portis,Bulls,2015-2016,REG,62,9.89,34.71,17.47,35.86,0.23,1.61,0.23,0.372,0.351,0.368,0.571,0.000,0.000,0.000
Kevon Looney,Warriors,2015-2016,REG,5,28.57,28.57,14.29,28.57,0.00,0.00,0.00,0.500,0.500,0.000,1.000,0.000,0.000,0.000
Rashad Vaughn,Bucks,2015-2016,REG,70,28.68,18.87,7.55,18.49,16.60,9.81,0.00,0.329,0.340,0.300,0.306,0.295,0.192,0.000
Christian Wood,76ers,2015-2016,REG,17,16.98,16.98,9.43,52.83,0.00,3.77,0.00,0.333,0.222,0.000,0.571,0.000,0.500,0.000
Jordan Mickey,Celtics,2015-2016,REG,16,0.00,13.64,4.55,81.82,0.00,0.00,0.00,0.000,0.000,1.000,0.389,0.000,0.000,0.000
Rakeem Christmas,Pacers,2015-2016,REG,1,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.000,0.000,0.000,1.000,0.000,0.000,0.000
Rondae Hollis-Jefferson,Nets,2015-2016,REG,29,7.25,30.43,14.49,43.48,2.17,1.45,0.72,0.400,0.452,0.350,0.517,0.333,0.000,1.000
Terry Rozier,Celtics,2015-2016,REG,39,16.98,32.08,12.26,30.19,3.77,4.72,0.00,0.167,0.235,0.308,0.344,0.500,0.200,0.000
Norman Powell,Raptors,2015-2016,REG,49,19.74,21.49,7.46,32.89,6.58,11.84,0.00,0.333,0.388,0.059,0.547,0.600,0.444,0.000
Branden Dawson,Clippers,2015-2016,REG,6,0.00,0.00,20.00,80.00,0.00,0.00,0.00,0.000,0.000,0.000,0.500,0.000,0.000,0.000
Jarell Martin,Grizzlies,2015-2016,REG,27,0.86,33.62,15.52,49.14,0.00,0.00,0.86,0.000,0.410,0.333,0.561,0.000,0.000,0.000
Chris McCullough,Nets,2015-2016,REG,24,23.85,25.69,11.93,30.28,2.75,4.59,0.92,0.423,0.393,0.154,0.545,0.333,0.200,0.000
Pat Connaughton,Trail Blazers,2015-2016,REG,34,36.73,16.33,12.24,28.57,4.08,2.04,0.00,0.278,0.125,0.167,0.429,0.000,0.000,0.000
Sam Dekker,Rockets,2015-2016,REG,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000
D'Angelo Russell,Lakers,2015-2016,REG,80,31.79,24.87,16.26,20.57,2.52,3.25,0.73,0.363,0.359,0.413,0.577,0.417,0.290,0.000
Karl-Anthony Towns,Timberwolves,2015-2016,REG,82,6.68,35.50,19.01,37.85,0.17,0.69,0.09,0.364,0.474,0.502,0.667,0.500,0.125,0.000
Richaun Holmes,76ers,2015-2016,REG,51,17.12,7.21,12.16,60.81,0.45,1.35,0.90,0.184,0.375,0.259,0.689,0.000,0.333,0.000
RJ Hunter,Celtics,2015-2016,REG,36,39.80,18.37,4.08,13.27,11.22,13.27,0.00,0.308,0.444,0.250,0.615,0.182,0.385,0.000
Delon Wright,Raptors,2015-2016,REG,27,13.58,12.35,18.52,53.09,1.23,1.23,0.00,0.455,0.300,0.267,0.558,0.000,0.000,0.000
Tristan Thompson,Cavaliers,2015-2016,REG,82,0.00,4.05,23.33,72.38,0.00,0.00,0.24,0.000,0.294,0.449,0.648,0.000,0.000,1.000
Jonas Valanciunas,Raptors,2015-2016,REG,60,0.00,16.60,22.76,60.26,0.00,0.00,0.37,0.000,0.461,0.443,0.638,0.000,0.000,1.000
Bismack Biyombo,Raptors,2015-2016,REG,82,0.35,13.19,13.89,72.57,0.00,0.00,0.00,0.000,0.395,0.275,0.622,0.000,0.000,0.000
Brandon Knight,Suns,2015-2016,REG,52,33.56,26.40,11.41,22.93,2.46,3.13,0.11,0.330,0.364,0.451,0.580,0.409,0.429,0.000
Kemba Walker,Hornets,2015-2016,REG,81,32.36,25.60,11.41,26.28,2.03,2.03,0.30,0.369,0.364,0.401,0.574,0.444,0.370,0.250
Jimmer Fredette,"Pelicans, Knicks",2015-2016,REG,6,40.00,20.00,20.00,20.00,0.00,0.00,0.00,0.500,0.000,0.000,1.000,0.000,0.000,0.000
Klay Thompson,Warriors,2015-2016,REG,80,34.56,21.72,11.54,19.84,7.22,4.83,0.29,0.434,0.419,0.431,0.651,0.440,0.373,0.000
Alec Burks,Jazz,2015-2016,REG,31,14.67,29.64,13.17,33.53,4.49,3.89,0.60,0.408,0.343,0.318,0.509,0.467,0.385,0.000
Markieff Morris,"Suns, Wizards",2015-2016,REG,64,18.25,36.77,14.21,27.44,1.39,1.67,0.28,0.298,0.402,0.363,0.584,0.200,0.417,0.500
Marcus Morris,Pistons,2015-2016,REG,80,21.16,40.42,11.43,16.83,5.93,4.02,0.21,0.390,0.427,0.343,0.642,0.357,0.263,0.000
Kawhi Leonard,Spurs,2015-2016,REG,72,20.29,35.45,15.70,22.31,2.85,3.40,0.00,0.434,0.427,0.509,0.704,0.484,0.486,0.000
Nikola Vucevic,Magic,2015-2016,REG,65,0.76,46.94,25.81,26.39,0.00,0.00,0.10,0.250,0.460,0.489,0.627,0.000,0.000,0.000
Iman Shumpert,Cavaliers,2015-2016,REG,54,26.64,24.34,7.24,20.72,9.87,10.20,0.99,0.309,0.405,0.227,0.571,0.267,0.323,0.000
Tobias Harris,"Magic, Pistons",2015-2016,REG,76,17.10,17.55,16.87,38.70,4.50,5.29,0.00,0.349,0.385,0.400,0.631,0.350,0.277,0.000
Donatas Motiejunas,"Rockets, Pistons",2015-2016,REG,37,17.56,10.24,38.54,23.41,6.34,3.90,0.00,0.361,0.429,0.506,0.521,0.154,0.125,0.000
Kenneth Faried,Nuggets,2015-2016,REG,67,0.00,9.58,18.53,71.41,0.16,0.00,0.32,0.000,0.317,0.466,0.613,1.000,0.000,0.500
Nikola Mirotic,Bulls,2015-2016,REG,66,42.93,14.64,6.58,22.04,6.41,6.91,0.49,0.375,0.292,0.225,0.582,0.487,0.405,0.000
Reggie Jackson,Pistons,2015-2016,REG,79,23.63,20.34,23.39,29.26,1.45,1.69,0.24,0.350,0.403,0.405,0.555,0.444,0.333,0.000
Jordan Hamilton,Pelicans,2015-2016,REG,11,32.76,18.97,11.21,31.03,1.72,4.31,0.00,0.316,0.409,0.385,0.611,0.000,0.200,0.000
Norris Cole,Pelicans,2015-2016,REG,45,17.11,43.71,11.34,23.71,2.27,1.86,0.00,0.289,0.401,0.400,0.487,0.545,0.333,0.000
Cory Joseph,Raptors,2015-2016,REG,80,12.50,25.68,20.55,34.76,2.74,3.25,0.51,0.192,0.413,0.383,0.581,0.500,0.421,0.333
Jimmy Butler,Bulls,2015-2016,REG,67,15.76,36.07,10.06,33.85,1.84,1.64,0.77,0.307,0.370,0.375,0.651,0.526,0.176,0.250
Bojan Bogdanovic,Nets,2015-2016,REG,79,26.74,14.44,12.03,28.34,10.03,8.42,0.00,0.355,0.407,0.300,0.585,0.387,0.460,0.000
Justin Harper,Pistons,2015-2016,REG,5,90.00,10.00,0.00,0.00,0.00,0.00,0.00,0.444,0.000,0.000,0.000,0.000,0.000,0.000
Kyle Singler,Thunder,2015-2016,REG,68,16.29,13.57,14.93,27.15,13.12,14.48,0.45,0.333,0.300,0.424,0.550,0.207,0.375,0.000
Shelvin Mack,"Hawks, Jazz",2015-2016,REG,52,20.24,18.07,26.02,26.02,6.27,3.37,0.00,0.274,0.373,0.435,0.630,0.423,0.357,0.000
Chandler Parsons,Mavericks,2015-2016,REG,61,30.88,15.51,14.13,31.95,3.23,3.84,0.46,0.403,0.386,0.380,0.683,0.524,0.480,0.000
Jon Leuer,Suns,2015-2016,REG,67,19.74,25.75,17.60,33.05,3.00,0.64,0.21,0.413,0.367,0.378,0.695,0.286,0.000,0.000
Andrew Goudelock,Rockets,2015-2016,REG,8,35.00,25.00,30.00,0.00,0.00,10.00,0.00,0.143,0.800,0.667,0.000,0.000,0.000,0.000
Lavoy Allen,Pacers,2015-2016,REG,79,0.00,33.51,21.89,44.59,0.00,0.00,0.00,0.000,0.355,0.432,0.679,0.000,0.000,0.000
E'Twaun Moore,Bulls,2015-2016,REG,59,14.40,25.45,26.74,21.08,4.88,7.20,0.26,0.446,0.414,0.481,0.598,0.526,0.429,0.000
Isaiah Thomas,Celtics,2015-2016,REG,82,28.22,15.48,15.05,36.18,2.32,2.75,0.00,0.338,0.364,0.332,0.558,0.375,0.553,0.000
Greg Smith,Timberwolves,2015-2016,REG,18,0.00,0.00,9.38,90.63,0.00,0.00,0.00,0.000,0.000,0.667,0.552,0.000,0.000,0.000
Anthony Davis,Pelicans,2015-2016,REG,61,7.21,39.58,20.14,30.78,0.97,1.14,0.18,0.341,0.424,0.415,0.683,0.273,0.308,0.000
Michael Kidd-Gilchrist,Hornets,2015-2016,REG,7,4.92,14.75,13.11,60.66,1.64,4.92,0.00,0.333,0.444,0.375,0.622,1.000,0.333,0.000
Bradley Beal,Wizards,2015-2016,REG,55,27.57,28.07,14.54,23.43,2.38,3.63,0.38,0.373,0.366,0.457,0.636,0.474,0.483,0.000
Dion Waiters,Thunder,2015-2016,REG,78,20.03,28.69,5.97,31.25,7.10,6.96,0.00,0.340,0.347,0.381,0.500,0.380,0.388,0.000
Thomas Robinson,Nets,2015-2016,REG,71,0.00,13.40,24.05,62.20,0.00,0.00,0.34,0.000,0.205,0.229,0.586,0.000,0.000,0.000
Damian Lillard,Trail Blazers,2015-2016,REG,75,38.67,19.54,9.97,28.83,1.02,1.63,0.34,0.377,0.427,0.299,0.520,0.400,0.333,0.200
Terrence Ross,Raptors,2015-2016,REG,73,36.92,27.29,9.79,9.15,5.62,10.91,0.32,0.400,0.394,0.541,0.684,0.343,0.397,0.000
Andre Drummond,Pistons,2015-2016,REG,81,0.19,6.03,30.73,62.68,0.00,0.00,0.38,0.500,0.250,0.426,0.594,0.000,0.000,0.250
Harrison Barnes,Warriors,2015-2016,REG,66,18.33,27.80,13.43,24.96,8.69,6.79,0.00,0.388,0.466,0.400,0.614,0.382,0.372,0.000
Austin Rivers,Clippers,2015-2016,REG,67,27.24,17.32,13.42,33.66,2.92,5.25,0.19,0.321,0.393,0.362,0.601,0.133,0.556,0.000
Meyers Leonard,Trail Blazers,2015-2016,REG,61,45.27,26.33,10.16,11.09,3.23,3.46,0.46,0.388,0.500,0.591,0.521,0.286,0.400,0.000
Jeremy Lamb,Hornets,2015-2016,REG,66,30.20,22.75,11.96,29.80,2.35,2.75,0.20,0.305,0.466,0.393,0.632,0.417,0.286,0.000
Kendall Marshall,76ers,2015-2016,REG,30,31.36,26.27,14.41,17.80,5.08,4.24,0.85,0.324,0.323,0.353,0.524,0.667,0.000,0.000
John Henson,Bucks,2015-2016,REG,57,0.34,7.22,31.27,61.17,0.00,0.00,0.00,0.000,0.381,0.462,0.640,0.000,0.000,0.000
Maurice Harkless,Trail Blazers,2015-2016,REG,78,16.79,4.38,7.54,54.01,8.76,8.27,0.24,0.290,0.278,0.387,0.626,0.194,0.353,0.000
Tyler Zeller,Celtics,2015-2016,REG,60,0.00,31.03,21.38,47.24,0.00,0.00,0.34,0.000,0.356,0.323,0.628,0.000,0.000,0.000
Terrence Jones,Rockets,2015-2016,REG,50,16.67,7.92,18.85,51.64,2.46,2.19,0.27,0.328,0.345,0.333,0.571,0.333,0.125,0.000
Andrew Nicholson,Magic,2015-2016,REG,56,30.42,14.89,25.24,23.30,1.62,4.53,0.00,0.351,0.391,0.500,0.667,0.200,0.500,0.000
Evan Fournier,Magic,2015-2016,REG,79,32.33,14.01,11.64,32.54,3.99,5.06,0.43,0.410,0.323,0.417,0.616,0.432,0.362,0.000
Jared Sullinger,Celtics,2015-2016,REG,81,12.39,35.81,18.46,32.84,0.12,0.12,0.25,0.280,0.405,0.369,0.566,1.000,0.000,0.000
John Jenkins,"Mavericks, Suns",2015-2016,REG,43,21.88,40.00,9.38,19.38,4.38,5.00,0.00,0.257,0.453,0.467,0.613,0.714,0.250,0.000
Jared Cunningham,"Cavaliers, Bucks",2015-2016,REG,44,16.19,14.29,11.43,37.14,8.57,11.43,0.95,0.235,0.133,0.250,0.487,0.444,0.333,0.000
Tony Wroten,76ers,2015-2016,REG,8,24.62,4.62,9.23,60.00,1.54,0.00,0.00,0.188,0.333,0.000,0.462,0.000,0.000,0.000
Miles Plumlee,Bucks,2015-2016,REG,61,0.00,9.01,20.60,70.39,0.00,0.00,0.00,0.000,0.524,0.521,0.634,0.000,0.000,0.000
Festus Ezeli,Warriors,2015-2016,REG,46,0.00,5.26,25.88,68.86,0.00,0.00,0.00,0.000,0.083,0.305,0.675,0.000,0.000,0.000
Jae Crowder,Celtics,2015-2016,REG,73,34.28,20.10,6.78,28.48,5.30,4.93,0.12,0.342,0.411,0.218,0.680,0.349,0.325,0.000
Draymond Green,Warriors,2015-2016,REG,81,28.33,4.64,12.45,51.40,0.98,1.95,0.24,0.388,0.289,0.363,0.601,0.375,0.375,0.500
Orlando Johnson,"Suns, Pelicans",2015-2016,REG,7,17.14,20.00,8.57,40.00,5.71,8.57,0.00,0.000,0.143,0.333,0.357,1.000,0.000,0.000
Quincy Acy,Kings,2015-2016,REG,59,14.55,19.72,7.51,50.23,2.35,5.63,0.00,0.323,0.452,0.375,0.701,0.400,0.583,0.000
Khris Middleton,Bucks,2015-2016,REG,79,23.97,40.07,12.16,16.27,2.71,4.64,0.17,0.391,0.415,0.439,0.608,0.452,0.415,0.000
Will Barton,Nuggets,2015-2016,REG,82,27.64,17.58,16.67,32.83,1.42,3.35,0.51,0.353,0.335,0.421,0.579,0.214,0.394,0.000
Mike Scott,Hawks,2015-2016,REG,75,32.18,13.56,17.55,26.86,4.26,5.59,0.00,0.421,0.333,0.485,0.644,0.313,0.286,0.000
Kostas Papanikolaou,Nuggets,2015-2016,REG,26,34.85,15.15,6.06,30.30,4.55,7.58,1.52,0.348,0.300,0.000,0.550,0.000,0.400,0.000
Kyle O'Quinn,Knicks,2015-2016,REG,65,6.64,41.70,16.97,33.21,0.37,1.11,0.00,0.222,0.460,0.391,0.600,0.000,0.333,0.000
Robert Sacre,Lakers,2015-2016,REG,25,0.00,28.00,32.00,40.00,0.00,0.00,0.00,0.000,0.524,0.250,0.467,0.000,0.000,0.000
Hollis Thompson,76ers,2015-2016,REG,77,39.26,16.47,8.53,17.21,8.38,10.00,0.15,0.345,0.357,0.276,0.556,0.491,0.426,0.000
Mirza Teletovic,Suns,2015-2016,REG,79,52.90,15.44,10.68,14.67,2.06,4.12,0.13,0.401,0.358,0.398,0.658,0.438,0.281,0.000
Chris Copeland,Bucks,2015-2016,REG,24,52.94,5.88,7.84,13.73,13.73,5.88,0.00,0.333,0.000,0.500,0.714,0.143,0.000,0.000
Pablo Prigioni,Clippers,2015-2016,REG,59,53.42,6.85,8.22,20.55,1.37,6.85,2.74,0.269,0.300,0.500,0.600,0.500,0.500,0.000
Kent Bazemore,Hawks,2015-2016,REG,75,25.38,10.40,6.52,41.19,8.32,8.04,0.14,0.317,0.347,0.277,0.576,0.417,0.414,0.000
Brian Roberts,"Hornets, Trail Blazers",2015-2016,REG,51,21.21,40.61,12.12,21.82,2.42,1.82,0.00,0.371,0.478,0.200,0.639,0.250,0.333,0.000
Henry Sims,Nets,2015-2016,REG,14,1.30,38.96,18.18,41.56,0.00,0.00,0.00,0.000,0.400,0.286,0.531,0.000,0.000,0.000
Willie Reed,Nets,2015-2016,REG,39,0.00,11.28,20.30,68.42,0.00,0.00,0.00,0.000,0.200,0.370,0.692,0.000,0.000,0.000
Chris Johnson,Jazz,2015-2016,REG,70,18.56,15.46,6.70,26.80,19.07,12.89,0.52,0.278,0.367,0.077,0.635,0.243,0.320,0.000
Justin Holiday,"Hawks, Bulls",2015-2016,REG,53,29.39,17.54,6.58,29.82,9.21,7.46,0.00,0.328,0.450,0.200,0.456,0.381,0.353,0.000
JaMychal Green,Grizzlies,2015-2016,REG,78,2.83,28.89,10.10,51.92,3.23,2.83,0.20,0.286,0.399,0.340,0.549,0.313,0.429,0.000
Jorge Gutierrez,Hornets,2015-2016,REG,12,9.09,45.45,9.09,27.27,9.09,0.00,0.00,0.000,0.400,1.000,1.000,0.000,0.000,0.000
Aron Baynes,Pistons,2015-2016,REG,81,0.26,21.09,26.82,51.56,0.26,0.00,0.00,0.000,0.444,0.408,0.586,0.000,0.000,0.000
Nerlens Noel,76ers,2015-2016,REG,67,0.34,19.59,22.15,57.92,0.00,0.00,0.00,0.500,0.243,0.300,0.700,0.000,0.000,0.000
Alex Len,Suns,2015-2016,REG,78,0.48,30.82,20.71,47.35,0.00,0.64,0.00,0.000,0.328,0.271,0.559,0.000,0.250,0.000
Allen Crabbe,Trail Blazers,2015-2016,REG,81,28.66,37.22,6.94,14.03,6.20,6.79,0.15,0.381,0.448,0.447,0.695,0.381,0.478,0.000
Andre Roberson,Thunder,2015-2016,REG,70,7.33,1.83,4.03,56.78,9.16,20.51,0.37,0.200,0.000,0.364,0.645,0.440,0.304,0.000
Anthony Bennett,Raptors,2015-2016,REG,19,38.46,7.69,3.85,34.62,3.85,11.54,0.00,0.100,0.000,0.000,0.556,0.000,0.667,0.000
Archie Goodwin,Suns,2015-2016,REG,57,19.24,10.93,8.79,57.01,2.38,1.43,0.24,0.259,0.370,0.162,0.542,0.000,0.333,0.000
Ben McLemore,Kings,2015-2016,REG,68,24.40,19.12,9.67,30.55,9.01,7.25,0.00,0.369,0.345,0.273,0.619,0.366,0.333,0.000
CJ McCollum,Trail Blazers,2015-2016,REG,80,25.49,32.19,14.94,19.83,2.03,5.52,0.00,0.408,0.447,0.458,0.493,0.483,0.430,0.000
Cody Zeller,Hornets,2015-2016,REG,73,1.83,16.48,13.50,67.73,0.23,0.23,0.00,0.000,0.264,0.441,0.625,0.000,1.000,0.000
Dennis Schroder,Hawks,2015-2016,REG,80,26.85,22.76,8.57,37.98,1.15,2.17,0.51,0.329,0.416,0.373,0.512,0.444,0.294,0.000
Dewayne Dedmon,Magic,2015-2016,REG,58,0.00,14.69,23.73,61.58,0.00,0.00,0.00,0.000,0.346,0.452,0.651,0.000,0.000,0.000
Erick Green,"Nuggets, Jazz",2015-2016,REG,9,38.46,30.77,30.77,0.00,0.00,0.00,0.00,0.200,0.500,0.500,0.000,0.000,0.000,0.000
Gorgui Dieng,Timberwolves,2015-2016,REG,82,1.21,35.58,18.83,42.14,0.69,1.55,0.00,0.143,0.427,0.440,0.680,0.250,0.444,0.000
Isaiah Canaan,76ers,2015-2016,REG,77,53.05,9.70,7.89,15.37,7.34,6.65,0.00,0.352,0.286,0.263,0.441,0.321,0.500,0.000
Jeff Withey,Jazz,2015-2016,REG,51,0.62,14.81,16.05,67.90,0.00,0.00,0.62,0.000,0.375,0.308,0.636,0.000,0.000,0.000
Kelly Olynyk,Celtics,2015-2016,REG,69,33.63,14.39,11.87,35.97,2.52,1.62,0.00,0.380,0.250,0.258,0.655,0.571,0.667,0.000
Kentavious Caldwell-Pope,Pistons,2015-2016,REG,76,26.80,24.30,13.14,24.30,2.82,8.13,0.52,0.300,0.425,0.381,0.609,0.259,0.385,0.000
Lorenzo Brown,"Suns, Pistons",2015-2016,REG,8,28.00,40.00,8.00,20.00,0.00,0.00,4.00,0.143,0.300,0.500,0.600,0.000,0.000,0.000
Mason Plumlee,Trail Blazers,2015-2016,REG,82,0.39,6.96,25.73,66.54,0.00,0.00,0.39,0.000,0.306,0.353,0.608,0.000,0.000,0.000
Michael Carter-Williams,Bucks,2015-2016,REG,54,7.21,25.77,25.95,38.20,0.90,1.80,0.18,0.250,0.371,0.431,0.571,0.200,0.400,0.000
Mike Muscala,Hawks,2015-2016,REG,59,17.11,26.97,11.18,36.18,3.95,3.95,0.66,0.346,0.415,0.588,0.673,0.167,0.333,0.000
Otto Porter,Wizards,2015-2016,REG,75,22.59,29.43,8.65,24.83,7.53,6.56,0.42,0.377,0.474,0.403,0.652,0.389,0.340,0.000
Ray McCallum,"Spurs, Grizzlies",2015-2016,REG,41,19.86,36.30,10.27,24.66,5.48,3.42,0.00,0.379,0.302,0.267,0.556,0.375,0.200,0.000
Reggie Bullock,Pistons,2015-2016,REG,37,27.55,14.29,11.22,20.41,12.24,14.29,0.00,0.333,0.429,0.364,0.550,0.583,0.429,0.000
Robert Covington,76ers,2015-2016,REG,67,57.72,4.92,4.78,22.47,4.49,5.20,0.42,0.353,0.343,0.176,0.538,0.313,0.378,0.333
Rudy Gobert,Jazz,2015-2016,REG,61,0.00,2.54,11.02,86.44,0.00,0.00,0.00,0.000,0.222,0.231,0.611,0.000,0.000,0.000
Shabazz Muhammad,Timberwolves,2015-2016,REG,82,12.33,18.06,18.36,41.26,3.67,6.17,0.15,0.190,0.366,0.408,0.630,0.480,0.381,0.000
Shane Larkin,Nets,2015-2016,REG,78,17.69,29.22,13.52,35.19,2.19,2.19,0.00,0.382,0.347,0.368,0.599,0.364,0.182,0.000
Steven Adams,Thunder,2015-2016,REG,80,0.00,3.29,19.95,76.76,0.00,0.00,0.00,0.000,0.429,0.576,0.630,0.000,0.000,0.000
Tim Hardaway Jr.,Hawks,2015-2016,REG,51,35.61,17.80,5.30,23.48,9.09,7.95,0.76,0.330,0.404,0.357,0.677,0.542,0.190,0.000
Tony Snell,Bulls,2015-2016,REG,64,34.51,17.99,11.80,24.48,4.72,5.60,0.88,0.385,0.361,0.250,0.458,0.250,0.316,0.333
Trey Burke,Jazz,2015-2016,REG,64,30.44,28.55,12.62,18.45,5.05,3.94,0.95,0.352,0.464,0.375,0.513,0.281,0.440,0.000
Victor Oladipo,Magic,2015-2016,REG,72,20.85,28.17,11.87,30.96,4.02,3.61,0.52,0.332,0.432,0.348,0.563,0.436,0.400,0.000
Giannis Antetokounmpo,Bucks,2015-2016,REG,80,6.73,19.68,15.13,54.60,2.08,1.38,0.40,0.221,0.337,0.346,0.661,0.381,0.286,0.000
Sergey Karasev,Nets,2015-2016,REG,40,35.14,25.68,4.05,20.27,10.81,2.70,1.35,0.346,0.421,0.667,0.600,0.250,0.000,0.000
Lucas Nogueira,Raptors,2015-2016,REG,29,6.82,4.55,2.27,86.36,0.00,0.00,0.00,0.333,0.000,0.000,0.711,0.000,0.000,0.000
Phil Pressey,"76ers, Suns",2015-2016,REG,23,19.48,16.88,9.09,51.95,0.00,1.30,1.30,0.267,0.231,0.143,0.550,0.000,0.000,0.000
James Ennis,"Heat, Grizzlies, Pelicans",2015-2016,REG,22,36.61,7.14,2.68,39.29,8.93,5.36,0.00,0.415,0.250,0.333,0.568,0.400,0.833,0.000
Matthew Dellavedova,Cavaliers,2015-2016,REG,76,38.36,17.61,25.64,9.98,4.31,4.11,0.00,0.388,0.389,0.374,0.490,0.455,0.571,0.000
Solomon Hill,Pacers,2015-2016,REG,59,21.15,12.02,13.94,38.94,5.29,7.69,0.96,0.273,0.360,0.276,0.642,0.545,0.375,0.000
Raul Neto,Jazz,2015-2016,REG,81,23.21,21.05,12.68,27.51,6.46,8.37,0.72,0.381,0.375,0.358,0.557,0.481,0.400,0.000
