APG,BPG,DRB PG,EFG %,FG %,FG PG,FG2 %,FG2 PG,FG2A PG,FG3 %,FG3 PG,FG3A PG,FGA PG,FT %,FT PG,FTA PG,Fouls PG,GP,GS,MPG,ORB PG,PPG,SPG,TO PG,TRB PG,Teams,age,name,position
2.2,0.4,2.1,.540,.428,6.0,.544,2.9,5.2,.359,3.2,8.8,14.1,.809,2.8,3.5,1.7,69,30,31.2,0.4,18.0,0.6,1.9,2.5,Eric Gordon,29,Eric Gordon,SG
1.8,0.7,5.4,.518,.518,3.5,.518,3.5,6.8,,0.0,0.0,6.8,.675,1.3,2.0,2.1,82,82,25.3,2.2,8.4,0.5,1.2,7.6,Marcin Gortat,33,Marcin Gortat,C
0.9,0.0,1.3,.525,.434,1.5,.452,0.9,2.0,.412,0.6,1.5,3.5,.695,0.7,0.9,1.7,63,2,16.7,0.7,4.3,0.5,0.4,1.9,Treveon Graham,24,Treveon Graham,SG
0.7,1.0,2.9,.570,.535,3.0,.613,2.6,4.3,.291,0.4,1.4,5.6,.675,2.0,3.0,1.9,81,1,20.3,1.1,8.4,0.4,0.7,3.9,Jerami Grant,23,Jerami Grant,PF
4.6,0.1,1.9,.476,.416,2.8,.468,2.0,4.3,.326,0.8,2.5,6.8,.745,1.9,2.5,1.8,74,26,22.8,0.4,8.4,0.9,1.2,2.3,Jerian Grant,25,Jerian Grant,PG
2.4,0.4,1.6,.305,.268,2.2,.286,1.6,5.6,.231,0.6,2.6,8.2,.636,1.4,2.2,1.6,5,0,17.2,0.4,6.4,1.6,1.4,2.0,Josh Gray,24,Josh Gray,PG
1.6,1.1,3.0,.490,.387,3.1,.419,1.4,3.4,.363,1.7,4.6,8.0,.769,0.7,0.9,1.7,70,60,25.6,0.6,8.6,0.9,1.1,3.6,Danny Green,30,Danny Green,SG
7.3,1.3,6.6,.516,.454,4.0,.562,2.9,5.2,.301,1.1,3.7,8.8,.775,1.9,2.5,2.6,70,70,32.7,1.1,11.0,1.4,2.9,7.6,Draymond Green,27,Draymond Green,PF
0.6,0.4,2.9,.540,.407,4.1,.504,1.4,2.8,.369,2.7,7.3,10.1,.850,1.2,1.5,2.1,41,2,22.7,0.4,12.1,0.6,0.8,3.2,Gerald Green,32,Gerald Green,SG
1.4,0.5,5.8,.501,.457,4.1,.499,3.3,6.6,.339,0.8,2.3,8.9,.721,1.5,2.0,2.8,55,54,28.0,2.7,10.3,0.6,1.4,8.4,JaMychal Green,27,JaMychal Green,PF
1.3,0.4,2.4,.520,.477,3.8,.540,3.1,5.7,.312,0.7,2.2,7.9,.868,2.6,3.0,1.9,78,13,23.4,0.8,10.8,0.5,1.0,3.2,Jeff Green,31,Jeff Green,PF
5.8,0.3,6.1,.493,.438,7.5,.482,5.6,11.6,.345,1.9,5.6,17.2,.785,4.5,5.7,2.4,58,58,34.0,1.3,21.4,0.7,2.8,7.4,Blake Griffin,28,Blake Griffin,PF
1.3,0.0,0.8,.545,.455,0.8,.500,0.5,1.0,.400,0.3,0.8,1.8,,0.0,0.0,0.3,6,0,4.7,0.0,2.0,0.2,0.3,0.8,Daniel Hamilton,22,Daniel Hamilton,SG
2.7,0.2,3.4,.496,.421,6.3,.516,4.0,7.8,.317,2.3,7.2,15.0,.816,2.6,3.1,2.2,57,54,33.1,0.6,17.5,1.1,1.6,3.9,Tim Hardaway,25,Tim Hardaway,SG
8.8,0.7,4.8,.541,.449,9.0,.531,5.4,10.1,.367,3.7,10.0,20.1,.858,8.7,10.1,2.3,72,72,35.4,0.6,30.4,1.8,4.4,5.4,James Harden,28,James Harden,SG
0.9,0.7,2.0,.577,.495,2.5,.547,1.7,3.0,.415,0.8,2.0,5.0,.712,0.7,1.0,1.7,59,36,21.4,0.8,6.5,0.8,0.7,2.7,Maurice Harkless,24,Maurice Harkless,SF
1.0,0.7,2.7,.636,.635,4.6,.641,4.6,7.1,.143,0.0,0.1,7.2,.626,1.8,2.9,1.9,76,3,17.0,1.4,11.0,0.5,0.9,4.0,Montrezl Harrell,24,Montrezl Harrell,C
2.1,0.2,1.6,.499,.412,2.6,.476,1.5,3.2,.348,1.1,3.2,6.4,.835,2.0,2.4,2.2,71,1,18.9,0.2,8.4,0.7,1.1,1.8,Devin Harris,34,Devin Harris,PG
2.9,0.2,2.1,.570,.485,6.6,.553,4.2,7.7,.396,2.3,5.9,13.6,.827,2.0,2.4,1.8,67,65,34.4,0.6,17.5,1.8,1.8,2.6,Gary Harris,23,Gary Harris,SG
1.6,0.3,2.7,.612,.491,3.9,.589,2.0,3.4,.419,1.9,4.6,8.0,.827,1.1,1.3,2.0,78,14,25.3,0.7,10.8,0.4,1.2,3.3,Joe Harris,26,Joe Harris,SG
2.4,0.4,4.7,.535,.460,7.0,.488,4.7,9.7,.411,2.3,5.6,15.3,.829,2.2,2.7,2.1,80,80,33.4,0.7,18.6,0.9,1.3,5.5,Tobias Harris,25,Tobias Harris,PF
1.2,0.2,2.2,.341,.275,2.1,.385,1.1,2.9,.209,1.0,4.8,7.7,.765,1.4,1.9,3.0,9,3,25.9,0.4,6.7,1.0,0.3,2.7,Aaron Harrison,23,Aaron Harrison,SG
3.2,0.5,1.9,.477,.422,3.2,.467,2.4,5.1,.331,0.8,2.5,7.7,.780,2.2,2.8,2.5,56,46,23.7,0.4,9.5,0.7,1.4,2.3,Andrew Harrison,23,Andrew Harrison,PG
2.4,0.3,2.3,.500,.476,2.6,.541,2.3,4.3,.231,0.3,1.1,5.4,.737,1.2,1.7,1.8,23,2,16.7,0.4,6.6,1.1,1.0,2.7,Shaquille Harrison,24,Shaquille Harrison,PG
1.3,0.3,3.5,.573,.469,2.8,.551,1.6,2.8,.396,1.2,3.1,6.0,.702,1.0,1.5,1.7,63,23,23.2,0.7,7.9,0.7,0.7,4.2,Josh Hart,22,Josh Hart,SG
0.4,0.1,0.5,.233,.200,0.2,.286,0.1,0.5,.125,0.1,0.6,1.1,.500,0.1,0.1,0.2,14,0,5.1,0.2,0.6,0.0,0.1,0.7,Udonis Haslem,37,Udonis Haslem,C
0.7,0.3,2.0,.394,.333,1.2,.412,0.8,1.9,.250,0.4,1.8,3.7,.333,0.1,0.3,0.9,9,0,13.6,0.4,3.0,0.2,0.2,2.4,Nigel Hayes,23,Nigel Hayes,SF
0.0,0.0,1.0,.500,.500,1.0,1.000,1.0,1.0,.000,0.0,1.0,2.0,,0.0,0.0,1.0,1,1,5.0,0.0,2.0,0.0,0.0,1.0,Gordon Hayward,27,Gordon Hayward,SF
0.0,0.0,0.0,.750,.500,0.3,,0.0,0.0,.500,0.3,0.7,0.7,,0.0,0.0,0.0,3,0,2.3,0.0,1.0,0.0,0.0,0.0,Reggie Hearn,26,Reggie Hearn,SG
1.1,0.3,1.4,.463,.376,2.1,.431,1.1,2.6,.328,1.0,2.9,5.5,.600,0.3,0.5,1.4,20,0,18.9,0.5,5.4,1.6,1.0,1.9,Myke Henry,25,Myke Henry,SF
1.5,1.4,4.8,.573,.572,3.8,.578,3.8,6.5,.143,0.0,0.1,6.6,.570,1.2,2.1,2.7,76,69,25.9,2.0,8.8,0.6,1.1,6.8,John Henson,27,John Henson,C
0.5,0.1,1.4,.480,.387,1.2,.600,0.6,1.0,.280,0.6,2.0,3.0,.833,0.4,0.5,1.0,25,3,11.1,0.7,3.3,0.2,0.4,2.2,Juan Hernangómez,22,Juan Hernangómez,PF
0.7,0.3,2.5,.570,.555,1.9,.566,1.8,3.2,.417,0.1,0.3,3.4,.656,1.2,1.9,1.3,48,1,10.3,1.3,5.1,0.4,0.7,3.8,Willy Hernangómez,23,Willy Hernangómez,C
1.4,0.4,3.2,.515,.442,3.6,.523,2.4,4.7,.337,1.2,3.6,8.2,.819,1.1,1.4,1.8,75,30,22.1,0.5,9.6,1.1,1.1,3.7,Mario Hezonja,22,Mario Hezonja,SF
0.9,0.2,1.7,.472,.458,1.8,.492,1.7,3.5,.222,0.1,0.5,4.0,.667,0.7,1.0,2.5,18,0,13.3,0.6,4.4,0.1,0.9,2.3,Isaiah Hicks,23,Isaiah Hicks,PF
1.9,0.3,3.2,.540,.446,5.2,.457,3.0,6.6,.431,2.2,5.1,11.7,.877,0.9,1.0,1.9,80,12,25.3,0.7,13.5,1.1,1.6,3.8,Buddy Hield,25,Buddy Hield,SG
0.9,0.3,2.3,.569,.569,2.6,.574,2.6,4.6,.000,0.0,0.0,4.6,.636,1.3,2.1,2.4,52,4,14.6,1.0,6.5,0.5,0.7,3.4,Nenê Hilário,35,Nenê Hilário,C
2.8,0.4,2.1,.543,.460,3.5,.490,2.3,4.6,.415,1.3,3.1,7.7,.786,1.6,2.1,1.9,67,60,27.0,0.6,10.0,0.9,1.3,2.7,George Hill,31,George Hill,PG
1.8,0.1,2.3,.317,.268,0.9,.350,0.6,1.7,.190,0.3,1.8,3.4,.500,0.3,0.5,1.8,12,1,15.6,0.8,2.4,0.6,0.8,3.0,Solomon Hill,26,Solomon Hill,SF
0.8,0.0,0.5,.263,.263,0.4,.385,0.4,0.9,.000,0.0,0.4,1.4,.857,0.4,0.5,0.5,14,0,6.8,0.0,1.1,0.1,0.3,0.5,Darrun Hilliard,24,Darrun Hilliard,SG
6.0,0.8,3.7,.543,.494,7.6,.557,6.1,11.0,.337,1.5,4.4,15.4,.786,2.3,2.9,2.5,81,81,36.1,0.8,19.0,1.5,2.6,4.5,Jrue Holiday,27,Jrue Holiday,SG
2.1,0.4,3.6,.474,.371,4.0,.387,1.8,4.6,.359,2.2,6.2,10.9,.823,1.9,2.3,1.9,72,72,31.5,0.4,12.2,1.1,1.3,4.0,Justin Holiday,28,Justin Holiday,SG
0.2,0.1,0.8,.381,.288,0.7,.261,0.3,1.0,.306,0.5,1.5,2.5,.692,0.4,0.5,0.4,24,0,7.3,0.3,2.3,0.3,0.3,1.0,John Holland,29,John Holland,SF
2.5,0.7,5.3,.481,.472,5.0,.491,4.8,9.9,.241,0.2,0.8,10.6,.788,3.7,4.6,2.1,68,59,28.2,1.5,13.9,1.0,1.8,6.8,Rondae Hollis-Jefferson,23,Rondae Hollis-Jefferson,SF
1.3,0.6,3.2,.568,.560,2.8,.624,2.7,4.4,.129,0.1,0.6,5.0,.661,0.8,1.2,2.0,48,2,15.5,1.2,6.5,0.4,0.5,4.4,Richaun Holmes,24,Richaun Holmes,C
1.6,0.2,2.4,.513,.429,5.4,.467,3.3,7.0,.381,2.1,5.6,12.5,.860,1.9,2.2,1.8,60,23,26.9,0.4,14.7,0.8,1.2,2.8,Rodney Hood,25,Rodney Hood,SG
1.0,0.0,0.0,.000,.000,0.0,.000,0.0,1.0,,0.0,0.0,1.0,.500,1.0,2.0,0.0,1,0,8.0,0.0,1.0,0.0,1.0,0.0,Scotty Hopson,28,Scotty Hopson,SG
4.7,1.1,5.9,.553,.489,5.1,.514,3.8,7.3,.429,1.3,3.1,10.5,.783,1.3,1.7,1.9,72,72,31.6,1.4,12.9,0.6,1.8,7.4,Al Horford,31,Al Horford,C
1.1,0.3,2.7,.492,.434,2.4,.577,1.8,3.1,.259,0.7,2.5,5.6,.806,1.1,1.3,1.0,23,3,17.5,0.6,6.6,0.3,0.5,3.3,Danuel House,24,Danuel House,SG
1.3,1.6,9.3,.556,.555,6.2,.559,6.2,11.2,.143,0.0,0.1,11.2,.574,4.1,7.2,3.1,81,81,30.4,3.1,16.6,0.6,2.6,12.5,Dwight Howard,32,Dwight Howard,C
0.3,0.6,1.7,.420,.330,0.9,.403,0.4,1.0,.287,0.5,1.7,2.6,.300,0.1,0.3,1.2,69,10,14.2,0.6,2.3,0.2,0.4,2.3,Josh Huestis,26,Josh Huestis,PF
0.6,0.0,1.0,.425,.350,1.4,.667,0.8,1.2,.214,0.6,2.8,4.0,1.000,0.4,0.4,1.4,5,1,9.0,0.0,3.8,0.6,0.4,1.0,R.J. Hunter,24,R.J. Hunter,SG
0.0,0.3,0.3,.600,.600,0.8,.600,0.8,1.3,,0.0,0.0,1.3,,0.0,0.0,0.0,4,0,1.8,0.5,1.5,0.0,0.3,0.8,Vince Hunter,23,Vince Hunter,PF
0.8,1.3,5.3,.552,.483,5.0,.559,3.6,6.4,.360,1.4,3.9,10.3,.797,1.2,1.6,2.8,76,76,27.5,1.0,12.6,0.4,1.2,6.3,Serge Ibaka,28,Serge Ibaka,PF
3.3,0.6,3.1,.514,.463,2.3,.567,1.8,3.2,.282,0.5,1.8,5.0,.632,0.9,1.4,1.5,64,7,25.3,0.8,6.0,0.8,1.0,3.8,Andre Iguodala,34,Andre Iguodala,SF
1.3,0.4,4.2,.526,.452,4.0,.517,2.7,5.2,.360,1.3,3.7,8.9,.778,1.5,2.0,2.3,69,43,25.1,1.7,10.9,0.9,1.0,5.9,Ersan İlyasova,30,Ersan İlyasova,PF
4.8,0.2,3.9,.609,.467,4.1,.516,1.6,3.1,.440,2.5,5.7,8.8,.795,0.8,1.0,2.2,82,81,31.4,0.3,11.5,1.1,1.9,4.2,Joe Ingles,30,Joe Ingles,SF
3.5,1.5,2.5,.618,.471,4.0,.375,1.5,4.0,.556,2.5,4.5,8.5,1.000,1.5,1.5,1.5,2,0,32.0,0.5,12.0,1.5,1.5,3.0,Andre Ingram,32,Andre Ingram,SG
3.9,0.7,4.4,.497,.470,6.1,.483,5.4,11.1,.390,0.7,1.8,12.9,.681,3.3,4.8,2.8,59,59,33.5,1.0,16.1,0.8,2.5,5.3,Brandon Ingram,20,Brandon Ingram,SF
5.1,0.3,3.2,.568,.491,8.9,.541,6.1,11.3,.408,2.8,6.8,18.1,.889,3.9,4.4,2.0,60,60,32.2,0.6,24.4,1.1,2.3,3.8,Kyrie Irving,25,Kyrie Irving,PG
0.7,1.1,3.1,.434,.379,2.0,.394,1.4,3.7,.348,0.6,1.7,5.4,.760,0.7,0.9,1.8,27,10,19.9,0.6,5.4,1.2,1.0,3.7,Jonathan Isaac,20,Jonathan Isaac,PF
0.9,0.2,1.6,.447,.427,1.5,.488,1.4,2.8,.196,0.1,0.7,3.5,.723,0.5,0.8,1.3,62,12,16.5,0.6,3.7,0.5,0.5,2.2,Wesley Iwundu,23,Wesley Iwundu,SF
5.6,0.1,2.7,.455,.427,3.0,.459,2.6,5.8,.291,0.4,1.4,7.1,.840,1.0,1.2,1.6,62,56,25.0,0.4,7.5,0.6,1.9,3.1,Jarrett Jack,34,Jarrett Jack,PG
1.0,0.0,1.0,.389,.333,3.0,.400,2.0,5.0,.250,1.0,4.0,9.0,.500,1.0,2.0,4.0,1,0,35.0,2.0,8.0,0.0,1.0,3.0,Aaron Jackson,31,Aaron Jackson,PG
0.6,0.1,0.5,.417,.389,0.5,.545,0.4,0.7,.143,0.1,0.5,1.2,.500,0.1,0.1,0.5,15,0,5.3,0.3,1.1,0.3,0.7,0.8,Demetrius Jackson,23,Demetrius Jackson,PG
1.5,0.5,3.3,.448,.417,5.1,.464,4.3,9.3,.263,0.7,2.8,12.1,.634,2.3,3.6,2.8,77,35,25.4,1.2,13.1,1.0,1.9,4.6,Josh Jackson,20,Josh Jackson,SF
1.1,0.2,2.4,.510,.442,2.7,.547,1.9,3.4,.308,0.8,2.7,6.2,.722,0.4,0.5,1.2,68,41,22.1,0.4,6.7,0.4,0.6,2.8,Justin Jackson,22,Justin Jackson,SF
5.3,0.1,2.1,.471,.426,5.5,.475,4.3,9.1,.308,1.2,3.8,12.8,.836,2.5,3.0,1.9,45,45,26.7,0.6,14.6,0.6,2.2,2.8,Reggie Jackson,27,Reggie Jackson,PG
9.1,0.9,7.5,.590,.542,10.5,.603,8.6,14.3,.367,1.8,5.0,19.3,.731,4.7,6.5,1.7,82,82,36.9,1.2,27.5,1.4,4.2,8.6,LeBron James,33,LeBron James,PF
3.5,0.2,2.1,.424,.383,3.4,.435,2.7,6.2,.265,0.7,2.7,8.9,.762,1.8,2.3,1.3,36,10,19.1,0.4,9.3,0.8,1.4,2.5,Mike James,27,Mike James,PG
0.8,0.6,3.1,.534,.534,3.1,.541,3.1,5.7,.000,0.0,0.1,5.8,.833,0.8,1.0,1.8,36,1,13.4,0.8,7.0,0.4,0.6,4.0,Al Jefferson,33,Al Jefferson,C
0.8,0.1,0.8,.481,.444,0.6,.500,0.5,1.0,.286,0.1,0.4,1.4,.571,0.2,0.4,0.6,20,0,8.2,0.1,1.5,0.1,0.3,0.9,Richard Jefferson,37,Richard Jefferson,SF
3.1,0.3,1.9,.438,.375,1.9,.462,1.3,2.8,.273,0.6,2.4,5.1,1.000,0.7,0.7,0.8,14,0,14.6,0.4,5.2,0.4,1.3,2.2,Brandon Jennings,28,Brandon Jennings,PG
0.6,0.2,2.6,.562,.466,2.1,.511,1.3,2.5,.414,0.9,2.1,4.6,.807,0.6,0.8,1.7,74,19,15.3,0.7,5.8,0.3,0.4,3.3,Jonas Jerebko,30,Jonas Jerebko,PF
1.6,0.6,2.8,.558,.538,1.9,.570,1.8,3.1,.313,0.1,0.4,3.5,.612,0.7,1.1,2.6,74,18,15.8,1.7,4.6,0.6,0.7,4.5,Amir Johnson,30,Amir Johnson,C
0.1,0.3,1.2,.476,.476,1.1,.488,1.1,2.3,.000,0.0,0.1,2.3,.600,0.2,0.3,0.7,18,0,5.4,0.5,2.4,0.5,0.3,1.7,Brice Johnson,23,Brice Johnson,PF
0.3,0.3,0.6,.564,.564,0.7,.564,0.7,1.3,,0.0,0.0,1.3,.550,0.4,0.6,0.9,31,6,5.2,0.5,1.8,0.2,0.1,1.1,Dakari Johnson,22,Dakari Johnson,C
3.8,0.7,4.1,.550,.503,4.2,.587,3.5,5.9,.308,0.8,2.5,8.4,.698,1.5,2.2,2.6,73,41,26.6,0.8,10.8,1.0,1.9,4.9,James Johnson,30,James Johnson,PF
1.5,0.1,2.9,.461,.406,2.7,.493,1.9,3.9,.276,0.7,2.6,6.5,.889,0.7,0.8,1.2,55,4,21.9,0.3,6.8,0.3,0.9,3.1,Joe Johnson,36,Joe Johnson,SF
1.8,0.0,1.8,.524,.429,2.3,.556,1.3,2.3,.333,1.0,3.0,5.3,,0.0,0.0,1.5,4,0,18.8,1.0,5.5,0.5,0.8,2.8,Omari Johnson,28,Omari Johnson,PF
1.6,0.2,3.2,.435,.375,3.0,.439,2.1,4.7,.286,1.0,3.4,8.1,.772,1.6,2.1,2.4,69,50,27.4,0.5,8.7,1.4,1.1,3.7,Stanley Johnson,21,Stanley Johnson,SF
2.3,0.5,3.0,.518,.435,4.3,.491,2.6,5.4,.367,1.7,4.5,9.9,.822,1.5,1.8,2.1,72,39,28.5,0.5,11.7,0.8,1.1,3.4,Tyler Johnson,25,Tyler Johnson,PG
0.8,0.8,2.5,.489,.408,2.0,.471,1.2,2.6,.339,0.8,2.4,5.0,.741,0.6,0.8,2.0,74,40,20.1,0.4,5.4,1.0,0.7,2.9,Wesley Johnson,30,Wesley Johnson,SF
6.1,0.8,8.1,.554,.499,6.7,.538,5.2,9.7,.396,1.5,3.7,13.5,.850,3.5,4.2,2.8,75,73,32.6,2.6,18.5,1.2,2.8,10.7,Nikola Jokić,22,Nikola Jokić,C
0.1,0.2,0.6,.500,.500,0.7,.500,0.7,1.5,,0.0,0.0,1.5,.600,0.2,0.3,0.9,15,0,5.9,0.3,1.7,0.1,0.3,0.9,Damian Jones,22,Damian Jones,C
0.5,0.7,0.9,.425,.396,1.1,.514,0.9,1.8,.167,0.2,0.9,2.7,.667,0.8,1.2,1.2,20,8,12.3,1.1,3.1,0.2,0.4,1.9,Derrick Jones,20,Derrick Jones,SF
0.3,0.1,1.6,.456,.382,1.6,.381,1.0,2.6,.385,0.6,1.6,4.3,.632,0.8,1.2,1.4,16,0,11.3,0.8,4.6,0.3,0.4,2.4,Jalen Jones,24,Jalen Jones,SF
2.8,0.1,1.4,.526,.457,1.8,.528,1.3,2.4,.349,0.5,1.6,4.0,.877,0.9,1.0,1.3,82,11,17.9,0.2,5.1,1.2,0.7,1.6,Tyus Jones,21,Tyus Jones,PG
1.5,0.9,10.9,.645,.645,4.8,.645,4.8,7.5,,0.0,0.0,7.5,.580,2.4,4.1,2.6,77,77,31.5,4.3,12.0,0.5,1.8,15.2,DeAndre Jordan,29,DeAndre Jordan,C
3.2,0.2,2.7,.479,.424,3.1,.457,2.3,5.0,.353,0.8,2.3,7.4,.745,0.9,1.1,1.7,82,17,27.0,0.5,7.9,1.0,1.1,3.2,Cory Joseph,26,Cory Joseph,PG
1.6,0.2,3.1,.501,.429,3.9,.459,2.6,5.6,.380,1.3,3.5,9.1,.799,2.0,2.5,1.2,79,4,23.2,0.6,11.1,0.5,0.8,3.6,Frank Kaminsky,24,Frank Kaminsky,PF
1.5,0.5,7.1,.592,.592,5.9,.594,5.9,10.0,.000,0.0,0.0,10.0,.848,2.2,2.6,2.6,71,71,25.8,3.8,14.1,0.5,1.7,11.0,Enes Kanter,25,Enes Kanter,C
1.7,0.2,2.1,.530,.443,2.8,.463,1.7,3.7,.415,1.1,2.7,6.4,.855,0.9,1.0,1.2,73,9,20.0,0.3,7.6,0.6,0.9,2.4,Luke Kennard,21,Luke Kennard,SG
