APct,BPct,Box +-,DRB PCT,DWS,"Deff, Box +-",FG3A PerFGA,FTA PerFGA,GP,MP,ORB PCT,OWS,Off. Box +-,PER,SPct,TO Pct,TRB PCT,TS %,Teams,USG %,VORP,WS,WSPer48,age,name,position
4.2,3.2,0.3,13.1,3.3,0.9,.356,.269,80,2612,3.7,4.0,-0.6,13.8,1.1,6.8,8.2,.592,Jerami Grant,15.4,1.5,7.3,.134,24,Jerami Grant,PF
22.4,0.5,-2.0,9.1,1.1,-0.1,.500,.182,60,939,2.1,0.5,-1.9,10.8,2.3,17.7,5.6,.526,Jerian Grant,13.4,0.0,1.7,.085,26,Jerian Grant,PG
0.0,0.0,-38.9,0.0,0.0,-13.6,1.000,.000,3,2,0.0,0.0,-25.2,-38.1,0.0,0.0,0.0,.000,Donte Grantham,40.7,0.0,0.0,-0.946,23,Donte Grantham,SF
7.7,2.0,2.9,12.2,2.9,1.2,.690,.070,80,2216,3.0,3.0,1.7,13.0,1.6,10.4,7.7,.632,Danny Green,14.1,2.7,5.9,.128,31,Danny Green,SG
26.8,2.8,2.0,20.8,3.2,3.4,.391,.216,66,2065,3.2,1.1,-1.4,12.9,2.2,26.8,12.4,.526,Draymond Green,13.1,2.1,4.3,.100,28,Draymond Green,PF
4.1,1.6,-3.4,11.7,1.0,-2.6,.763,.118,73,1473,2.2,0.9,-0.8,11.4,1.1,8.3,6.8,.555,Gerald Green,19.5,-0.5,1.9,.061,33,Gerald Green,SG
5.8,2.3,-1.5,24.3,1.9,0.0,.370,.212,65,1371,8.3,0.9,-1.5,14.7,1.6,14.3,16.4,.587,JaMychal Green,19.4,0.2,2.9,.101,28,JaMychal Green,PF
6.5,2.7,-1.4,22.8,1.4,0.6,.308,.256,41,900,8.8,0.4,-2.1,14.9,1.8,15.6,15.7,.580,JaMychal Green,20.4,0.1,1.8,.094,28,JaMychal Green,PF
4.3,1.3,-1.7,27.3,0.6,-1.3,.488,.128,24,471,7.4,0.5,-0.4,14.3,1.2,11.7,17.7,.600,JaMychal Green,17.6,0.0,1.1,.113,28,JaMychal Green,PF
,,,,,,,,,,,,,,,,,,,,,,,,,
9.2,1.6,-1.2,13.3,0.8,-1.4,.466,.300,77,2097,2.9,2.8,0.2,13.6,1.0,11.5,8.0,.608,Jeff Green,17.8,0.4,3.6,.083,32,Jeff Green,PF
27.1,0.9,4.6,20.1,2.9,0.4,.389,.410,75,2622,4.0,5.1,4.2,21.0,1.0,13.8,11.8,.581,Blake Griffin,30.2,4.4,8.0,.147,29,Blake Griffin,PF
14.5,0.4,-5.8,19.5,0.1,-0.9,.383,.100,19,204,5.0,-0.2,-5.0,7.1,1.4,20.3,12.1,.455,Daniel Hamilton,15.7,-0.2,-0.1,-0.024,23,Daniel Hamilton,SG
28.8,0.0,-12.2,4.4,0.0,-5.1,.417,.167,2,26,0.0,-0.1,-7.2,4.5,1.9,7.2,2.2,.311,Dusty Hannahs,23.9,-0.1,-0.1,-0.125,25,Dusty Hannahs,SG
12.8,0.3,-2.4,9.8,0.9,-2.9,.480,.278,65,2057,1.7,1.0,0.5,13.6,1.3,8.6,5.7,.527,Tim Hardaway,25.4,-0.2,1.8,.043,26,Tim Hardaway,SG
13.5,0.3,-2.0,9.7,0.5,-3.0,.464,.321,46,1499,1.8,1.0,0.9,14.4,1.4,8.9,5.6,.531,Tim Hardaway,25.9,0.0,1.5,.048,26,Tim Hardaway,SG
10.9,0.3,-3.3,10.3,0.4,-2.5,.524,.161,19,558,1.4,0.0,-0.8,11.6,1.0,7.7,5.9,.514,Tim Hardaway,23.9,-0.2,0.4,.030,26,Tim Hardaway,SG
39.5,1.7,11.7,17.8,3.8,1.1,.539,.449,78,2867,2.5,11.4,10.5,30.6,2.7,14.5,10.0,.616,James Harden,40.5,9.9,15.2,.254,29,James Harden,PG
7.1,3.0,2.2,14.1,1.9,2.3,.309,.188,60,1415,5.9,1.5,-0.1,13.2,2.3,9.7,10.1,.547,Maurice Harkless,13.9,1.5,3.4,.114,25,Maurice Harkless,SF
12.5,4.0,4.2,16.7,2.6,1.6,.019,.466,82,2158,9.3,6.1,2.6,23.4,1.6,11.0,13.1,.636,Montrezl Harrell,23.5,3.4,8.7,.193,25,Montrezl Harrell,C
16.7,1.3,-2.2,9.9,0.9,-0.9,.576,.386,68,1071,1.2,0.6,-1.3,10.7,1.6,12.1,5.6,.527,Devin Harris,18.5,-0.1,1.5,.068,35,Devin Harris,PG
11.0,1.0,-1.8,7.9,1.5,-1.0,.380,.226,57,1639,2.7,1.1,-0.7,12.2,1.6,8.9,5.3,.526,Gary Harris,20.0,0.1,2.6,.076,24,Gary Harris,SG
11.9,0.6,1.0,10.9,1.7,-0.5,.516,.178,76,2293,2.4,3.8,1.4,13.5,0.8,13.0,6.7,.645,Joe Harris,17.0,1.7,5.5,.116,27,Joe Harris,SG
12.5,1.0,0.5,20.8,2.6,-0.6,.313,.245,82,2847,2.6,4.5,1.1,17.2,0.8,9.8,12.0,.592,Tobias Harris,22.8,1.8,7.1,.120,26,Tobias Harris,PF
12.5,1.0,1.1,21.3,1.8,-0.5,.302,.256,55,1903,2.1,3.2,1.6,18.2,1.0,10.3,12.0,.605,Tobias Harris,23.5,1.5,5.0,.127,26,Tobias Harris,PF
12.6,1.1,-0.7,19.7,0.9,-0.8,.338,.221,27,944,3.7,1.2,0.1,15.3,0.6,8.8,11.9,.562,Tobias Harris,21.3,0.3,2.1,.105,26,Tobias Harris,PF
17.1,0.9,-6.6,8.5,0.0,-2.7,.472,.340,17,187,3.4,-0.1,-3.8,5.8,1.1,16.5,5.8,.443,Andrew Harrison,16.8,-0.2,-0.1,-0.027,24,Andrew Harrison,PG
0.0,0.0,-10.3,0.0,0.0,-6.2,.500,.000,1,5,0.0,0.0,-4.1,4.6,0.0,0.0,0.0,.500,Andrew Harrison,17.9,0.0,0.0,-0.013,24,Andrew Harrison,PG
16.3,1.2,-6.2,8.9,0.0,-2.2,.359,.410,10,144,3.0,-0.1,-4.0,6.6,1.4,17.8,5.8,.467,Andrew Harrison,17.0,-0.2,-0.1,-0.022,24,Andrew Harrison,PG
22.3,0.0,-7.4,8.1,0.0,-4.3,.833,.167,6,38,5.5,0.0,-3.1,3.1,0.0,13.4,6.8,.349,Andrew Harrison,16.1,-0.1,0.0,-0.051,24,Andrew Harrison,PG
14.1,1.8,-1.3,14.5,1.6,1.4,.209,.289,73,1430,2.5,-0.1,-2.7,12.4,3.0,11.1,8.4,.494,Shaquille Harrison,16.5,0.2,1.4,.048,25,Shaquille Harrison,PG
7.0,1.9,-0.7,12.6,1.9,1.1,.591,.172,67,1715,2.2,0.2,-1.8,9.3,1.7,10.4,7.5,.526,Josh Hart,13.5,0.6,2.1,.059,23,Josh Hart,SG
9.4,4.6,-0.6,13.3,0.3,2.4,.146,.341,28,221,10.3,0.2,-3.0,10.0,1.6,21.6,11.8,.562,Isaiah Hartenstein,11.8,0.1,0.5,.101,20,Isaiah Hartenstein,PF
4.0,0.0,-14.1,34.5,0.1,-3.9,.364,.121,10,74,4.3,-0.2,-10.2,3.6,0.0,7.9,19.4,.360,Udonis Haslem,21.9,-0.2,-0.1,-0.075,38,Udonis Haslem,C
18.4,1.1,0.5,15.5,2.3,0.4,.364,.294,72,1863,2.9,2.6,0.1,15.6,1.6,12.8,9.2,.575,Gordon Hayward,19.0,1.2,4.9,.126,28,Gordon Hayward,PF
10.1,4.9,1.3,28.0,0.4,3.1,.463,.149,14,188,9.2,0.1,-1.8,17.1,1.7,14.4,19.2,.553,John Henson,18.6,0.2,0.6,.146,28,John Henson,C
5.3,1.6,-0.9,16.1,1.4,0.0,.576,.274,70,1358,5.1,1.6,-0.9,11.0,1.0,9.5,10.6,.580,Juan Hernangómez,12.2,0.4,3.0,.105,23,Juan Hernangómez,PF
,,,,,,,,,,,,,,,,,,,,,,,,,
11.5,2.1,-0.2,26.3,0.8,-0.4,.132,.488,58,812,15.3,1.8,0.2,20.4,1.0,13.9,20.7,.587,Willy Hernangómez,22.1,0.4,2.6,.153,24,Willy Hernangómez,C
11.5,0.6,-4.0,18.7,1.1,-0.4,.328,.246,58,1206,2.4,-1.1,-3.6,10.8,2.3,14.6,10.4,.497,Mario Hezonja,21.3,-0.6,-0.1,-0.003,23,Mario Hezonja,SF
9.4,7.9,0.6,16.7,0.0,3.2,.000,.625,3,32,6.4,0.1,-2.6,17.4,1.5,8.9,11.4,.588,Isaiah Hicks,15.0,0.0,0.1,.153,24,Isaiah Hicks,PF
11.9,1.1,1.1,12.4,1.6,-2.0,.479,.142,82,2615,4.1,4.3,3.1,17.5,1.0,9.2,8.1,.587,Buddy Hield,25.1,2.1,5.9,.108,26,Buddy Hield,SG
6.6,0.0,-7.3,12.9,0.0,-1.8,.500,.200,5,40,0.0,0.0,-5.5,4.5,1.2,8.4,6.6,.414,Haywood Highsmith,12.4,-0.1,0.0,-0.023,22,Haywood Highsmith,SF
6.8,2.3,-2.0,18.4,0.6,1.1,.026,.405,42,546,6.7,0.8,-3.0,11.9,1.6,7.4,12.5,.552,Nenê Hilário,11.7,0.0,1.4,.123,36,Nenê Hilário,C
14.0,0.5,-1.0,8.3,1.3,-0.4,.407,.226,60,1302,3.2,1.5,-0.6,12.1,1.9,11.0,5.9,.554,George Hill,15.1,0.3,2.8,.103,32,George Hill,PG
16.2,0.3,-2.3,5.1,0.0,-2.6,.262,.187,13,344,3.7,0.5,0.3,13.5,1.7,14.7,4.4,.604,George Hill,17.3,0.0,0.5,.066,32,George Hill,PG
13.3,0.6,-0.5,9.4,1.4,0.4,.465,.242,47,958,3.0,1.0,-0.9,11.6,1.9,9.4,6.4,.534,George Hill,14.4,0.4,2.3,.117,32,George Hill,PG
7.6,0.9,-2.3,11.5,0.4,-0.2,.567,.180,44,878,4.1,0.1,-2.1,6.8,1.2,13.9,7.8,.497,Solomon Hill,10.4,-0.1,0.5,.029,27,Solomon Hill,SF
19.3,1.8,-2.6,10.4,0.8,-1.1,.485,.191,50,646,0.9,0.1,-1.5,11.9,1.6,12.3,5.8,.518,Aaron Holiday,21.9,-0.1,0.9,.065,22,Aaron Holiday,PG
31.8,1.8,2.8,11.0,1.9,-0.1,.313,.234,67,2402,3.3,3.5,2.9,19.4,2.1,14.1,7.2,.555,Jrue Holiday,25.4,2.9,5.4,.108,28,Jrue Holiday,SG
8.1,1.2,-0.8,11.9,2.5,0.6,.598,.136,82,2607,1.9,-0.4,-1.3,10.0,2.3,11.2,6.8,.520,Justin Holiday,15.7,0.8,2.1,.038,29,Justin Holiday,SG
9.1,1.4,0.7,12.4,1.1,0.8,.685,.117,38,1325,1.5,0.2,-0.1,11.0,2.5,10.2,6.9,.531,Justin Holiday,15.2,0.9,1.3,.047,29,Justin Holiday,SG
7.1,1.1,-2.2,11.3,1.4,0.3,.509,.157,44,1282,2.3,-0.6,-2.6,8.9,2.1,12.2,6.7,.509,Justin Holiday,16.3,-0.1,0.8,.029,29,Justin Holiday,SG
0.0,0.0,-7.3,0.0,0.0,-1.0,,,1,1,0.0,0.0,-6.3,0.0,0.0,,0.0,,John Holland,0.0,0.0,0.0,-0.032,30,John Holland,SF
11.7,1.7,-3.0,19.2,1.7,1.2,.101,.376,59,1234,7.1,-0.5,-4.3,12.5,1.7,10.7,13.2,.464,Rondae Hollis-Jefferson,21.6,-0.3,1.2,.047,24,Rondae Hollis-Jefferson,SF
7.9,5.6,1.4,20.5,1.1,1.5,.000,.479,70,1184,10.6,3.1,-0.1,20.7,1.7,10.5,15.5,.647,Richaun Holmes,17.9,1.0,4.3,.173,25,Richaun Holmes,C
10.0,0.5,-2.4,7.9,0.5,-2.1,.352,.231,72,1893,1.4,2.1,-0.2,12.3,1.5,6.9,4.6,.545,Rodney Hood,18.1,-0.2,2.6,.065,26,Rodney Hood,SG
11.5,0.4,-2.7,8.8,0.0,-2.6,.335,.251,45,1234,1.6,1.5,-0.1,13.0,1.5,6.7,5.0,.542,Rodney Hood,19.1,-0.2,1.5,.059,26,Rodney Hood,SG
7.1,0.9,-1.7,6.0,0.5,-1.2,.387,.189,27,659,1.2,0.6,-0.5,10.9,1.5,7.5,3.6,.549,Rodney Hood,16.3,0.0,1.1,.077,26,Rodney Hood,SG
21.2,3.9,4.8,18.3,2.9,2.7,.281,.131,68,1973,6.5,4.5,2.1,20.2,1.4,11.8,12.4,.605,Al Horford,18.9,3.4,7.5,.181,32,Al Horford,C
5.9,1.0,-0.6,13.3,0.7,-1.1,.706,.282,39,979,2.8,1.6,0.4,12.2,1.1,11.0,7.9,.646,Danuel House,14.1,0.3,2.3,.113,25,Danuel House,SF
2.6,1.5,-5.2,28.3,0.2,-2.3,.000,.696,9,230,11.1,0.4,-2.9,17.4,1.4,15.1,19.6,.638,Dwight Howard,19.6,-0.2,0.6,.124,33,Dwight Howard,C
14.5,1.1,-1.9,9.7,0.7,-1.0,.537,.085,75,2048,3.0,0.7,-0.9,10.1,1.5,13.8,6.3,.533,Kevin Huerter,15.7,0.1,1.5,.034,20,Kevin Huerter,SG
0.0,0.0,-12.8,13.4,0.0,-6.3,.524,.000,5,56,7.4,-0.1,-6.5,3.4,0.8,0.0,10.3,.357,Isaac Humphries,15.2,-0.2,-0.1,-0.047,21,Isaac Humphries,C
,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0,3.4,8.2,0.0,-3.7,.769,.154,1,26,4.1,0.1,7.0,21.5,1.9,0.0,6.2,.612,R.J. Hunter,23.0,0.0,0.1,.226,25,R.J. Hunter,SG
5.3,0.6,-4.3,18.9,0.6,-0.4,.239,.182,44,895,3.7,0.0,-3.9,8.8,1.2,10.0,11.2,.507,Chandler Hutchison,12.2,-0.5,0.6,.030,22,Chandler Hutchison,SF
7.7,4.3,0.5,23.2,3.3,1.2,.193,.202,74,2010,8.6,2.8,-0.7,18.7,0.7,10.7,16.1,.582,Serge Ibaka,22.9,1.3,6.1,.146,29,Serge Ibaka,C
16.8,2.7,1.9,13.2,1.8,1.7,.477,.222,68,1578,3.4,2.4,0.2,13.1,1.8,13.6,8.5,.587,Andre Iguodala,10.4,1.6,4.2,.129,35,Andre Iguodala,SF
5.5,1.4,-1.3,16.2,1.9,0.1,.420,.194,67,1231,8.2,1.2,-1.5,11.6,1.2,10.4,12.5,.548,Ersan İlyasova,15.7,0.2,3.0,.119,31,Ersan İlyasova,PF
26.1,0.6,1.8,12.2,3.6,0.8,.602,.153,82,2568,1.5,2.5,1.0,13.4,1.8,18.4,7.0,.581,Joe Ingles,17.5,2.5,6.0,.113,31,Joe Ingles,PF
0.0,0.0,-19.9,6.7,0.0,-3.0,.500,.000,4,15,7.0,-0.1,-16.9,-11.9,3.1,14.3,6.9,.000,Andre Ingram,19.3,-0.1,-0.1,-0.408,33,Andre Ingram,SG
12.9,1.4,-2.8,13.0,1.4,-0.6,.129,.396,52,1760,2.5,0.6,-2.2,13.4,0.7,13.1,7.8,.555,Brandon Ingram,23.2,-0.3,2.0,.055,21,Brandon Ingram,SF
35.0,1.4,6.4,12.7,2.9,0.4,.350,.197,67,2214,3.4,6.2,6.0,24.3,2.2,11.3,8.1,.592,Kyrie Irving,29.6,4.7,9.1,.197,26,Kyrie Irving,PG
5.7,4.1,0.1,17.0,3.1,2.0,.435,.221,75,1996,5.2,0.9,-1.9,13.0,1.4,10.1,11.0,.537,Jonathan Isaac,16.3,1.1,4.0,.096,21,Jonathan Isaac,PF
7.9,1.5,-2.7,13.0,1.4,0.7,.288,.376,68,1233,3.2,0.5,-3.4,8.7,1.1,12.1,8.0,.531,Wesley Iwundu,12.8,-0.2,1.9,.073,24,Wesley Iwundu,SF
19.6,0.0,1.0,2.6,0.0,-3.4,.400,.267,6,39,5.6,0.2,4.4,21.0,2.4,5.6,4.1,.656,Demetrius Jackson,19.1,0.0,0.2,.231,24,Demetrius Jackson,PG
8.0,0.1,-5.0,9.5,0.4,-2.8,.378,.163,61,1169,2.2,0.1,-2.2,9.4,1.0,9.1,5.9,.517,Frank Jackson,18.5,-0.9,0.4,.018,20,Frank Jackson,PG
7.2,5.1,0.1,15.0,2.2,1.4,.241,.334,58,1515,5.3,1.2,-1.4,16.4,1.7,12.7,10.1,.591,Jaren Jackson,22.8,0.8,3.3,.105,19,Jaren Jackson,PF
14.1,2.3,-4.8,15.9,1.1,-0.5,.268,.253,79,1988,3.6,-2.8,-4.3,10.6,1.8,15.6,9.7,.487,Josh Jackson,23.9,-1.4,-1.7,-0.040,21,Josh Jackson,SG
8.1,0.7,-1.6,11.0,0.9,-1.2,.505,.163,81,1614,2.8,2.0,-0.4,11.3,0.9,5.3,6.9,.561,Justin Jackson,14.3,0.2,2.9,.086,23,Justin Jackson,SF
8.0,1.0,-1.6,11.8,0.6,-0.7,.539,.169,52,1083,2.3,1.0,-0.9,10.1,1.0,6.5,6.9,.546,Justin Jackson,12.9,0.1,1.6,.072,23,Justin Jackson,SF
8.4,0.2,-1.4,9.4,0.3,-2.1,.453,.153,29,531,3.9,1.0,0.7,13.9,0.8,3.3,6.7,.584,Justin Jackson,17.0,0.1,1.3,.114,23,Justin Jackson,SF
24.7,0.3,-0.3,8.5,1.9,-2.0,.450,.225,82,2289,2.1,3.1,1.8,15.2,1.2,11.4,5.2,.547,Reggie Jackson,24.5,1.0,5.0,.105,28,Reggie Jackson,PG
39.4,1.4,8.1,21.3,2.6,1.9,.299,.382,55,1937,3.1,4.7,6.2,25.6,1.7,13.3,12.4,.588,LeBron James,31.6,4.9,7.2,.179,34,LeBron James,SF
6.4,3.7,2.1,24.0,0.1,2.3,.000,.500,12,68,9.3,0.2,-0.2,21.1,2.2,4.9,16.5,.692,Amile Jefferson,13.1,0.1,0.4,.258,25,Amile Jefferson,PF
9.9,0.5,-5.2,10.0,0.0,-3.6,.552,.171,26,333,1.8,0.2,-1.7,9.7,0.0,7.4,5.8,.536,John Jenkins,15.7,-0.3,0.2,.031,27,John Jenkins,SG
9.9,0.0,2.2,7.9,0.0,-5.3,1.000,.000,4,14,0.0,0.1,7.4,20.5,0.0,0.0,3.9,1.500,John Jenkins,6.1,0.0,0.1,.202,27,John Jenkins,SG
9.9,0.5,-5.6,10.1,0.0,-3.5,.544,.175,22,319,1.9,0.2,-2.1,9.3,0.0,7.5,5.9,.518,John Jenkins,16.1,-0.3,0.2,.024,27,John Jenkins,SG
,,,,,,,,,,,,,,,,,,,,,,,,,
10.1,1.2,0.0,18.1,1.2,-0.6,.530,.225,73,1218,6.6,2.1,0.6,13.5,1.1,9.9,12.6,.588,Jonas Jerebko,15.2,0.6,3.3,.130,31,Jonas Jerebko,PF
2.0,4.2,-8.1,25.5,0.1,0.2,.125,.500,14,64,7.1,-0.1,-8.3,6.3,0.8,0.0,16.5,.333,Alize Johnson,13.3,-0.1,0.0,.027,22,Alize Johnson,PF
16.0,1.9,-0.7,19.5,0.7,0.6,.255,.261,51,529,9.7,0.4,-1.4,13.1,1.4,20.5,14.7,.574,Amir Johnson,17.4,0.2,1.1,.098,31,Amir Johnson,C
0.0,0.0,-8.5,13.2,0.0,-5.4,.389,.111,7,49,4.2,0.0,-3.1,12.8,1.9,9.6,8.6,.609,B.J. Johnson,17.4,-0.1,0.1,.066,23,B.J. Johnson,SF
0.0,0.0,-8.5,15.0,0.0,-5.4,.375,.125,6,43,4.8,0.0,-3.1,14.0,2.1,10.6,9.8,.622,B.J. Johnson,17.9,-0.1,0.1,.076,23,B.J. Johnson,SF
0.0,0.0,-8.7,0.0,0.0,-5.1,.500,.000,1,6,0.0,0.0,-3.6,3.7,0.0,0.0,0.0,.500,B.J. Johnson,13.8,0.0,0.0,-0.008,23,B.J. Johnson,SF
17.0,2.1,-1.6,14.1,1.5,0.9,.393,.185,55,1164,2.0,0.0,-2.5,10.9,1.5,15.3,8.0,.522,James Johnson,17.8,0.1,1.5,.062,31,James Johnson,PF
10.6,1.0,-2.6,16.9,1.6,0.6,.489,.145,66,1208,3.0,-1.1,-3.2,9.6,2.4,14.7,9.7,.485,Stanley Johnson,19.4,-0.2,0.5,.021,22,Stanley Johnson,SF
9.4,1.1,-2.1,17.7,1.4,0.9,.519,.146,48,961,2.7,-0.7,-3.0,9.8,2.5,12.9,9.9,.482,Stanley Johnson,19.1,0.0,0.7,.034,22,Stanley Johnson,SF
15.1,0.3,-4.7,13.7,0.2,-0.9,.374,.143,18,247,3.8,-0.3,-3.8,8.9,2.3,21.2,8.8,.496,Stanley Johnson,20.4,-0.2,-0.1,-0.028,22,Stanley Johnson,SF
15.9,1.6,-1.0,9.8,1.4,-0.4,.494,.241,57,1529,2.4,0.9,-0.6,12.4,1.7,11.7,6.1,.532,Tyler Johnson,18.5,0.4,2.3,.071,26,Tyler Johnson,PG
14.9,1.7,-0.8,9.7,1.3,0.0,.509,.219,44,1123,1.8,0.5,-0.7,12.3,1.7,12.5,5.7,.540,Tyler Johnson,19.2,0.3,1.8,.075,26,Tyler Johnson,PG
18.6,1.2,-1.7,10.3,0.1,-1.3,.448,.312,13,406,4.0,0.4,-0.4,12.8,1.6,9.0,7.1,.506,Tyler Johnson,16.5,0.0,0.5,.060,26,Tyler Johnson,PG
5.3,1.9,-4.3,11.7,0.3,-0.7,.594,.148,38,534,2.4,-0.3,-3.6,5.5,1.2,11.7,7.1,.469,Wesley Johnson,12.0,-0.3,0.0,.001,31,Wesley Johnson,SF
5.2,1.5,-2.9,11.9,0.2,-0.4,.568,.102,26,377,2.8,0.0,-2.5,6.9,1.5,11.5,7.4,.517,Wesley Johnson,11.3,-0.1,0.3,.032,31,Wesley Johnson,SF
5.6,2.7,-7.7,11.2,0.0,-1.5,.650,.250,12,157,1.4,-0.3,-6.3,2.0,0.6,11.9,6.2,.372,Wesley Johnson,13.6,-0.2,-0.2,-0.075,31,Wesley Johnson,SF
37.0,1.9,9.5,27.6,4.3,3.8,.224,.292,80,2504,9.8,7.5,5.7,26.3,2.1,15.4,18.7,.589,Nikola Jokić,27.4,7.3,11.8,.226,23,Nikola Jokić,C
8.7,5.1,3.0,11.0,0.5,2.5,.000,.500,24,410,8.4,1.0,0.5,15.3,1.4,15.1,9.8,.720,Damian Jones,11.1,0.5,1.5,.173,23,Damian Jones,C
4.7,3.3,0.2,13.3,1.7,1.5,.281,.377,60,1153,8.8,1.2,-1.3,14.0,1.9,10.2,11.1,.559,Derrick Jones,15.6,0.6,2.9,.121,21,Derrick Jones,SF
4.8,0.8,-3.4,12.5,0.1,-2.2,.452,.435,16,214,5.5,0.2,-1.2,11.7,2.1,9.8,8.8,.548,Jalen Jones,16.7,-0.1,0.3,.056,25,Jalen Jones,SF
11.4,2.9,0.8,23.4,0.2,3.7,.303,.061,6,143,11.8,0.0,-2.9,12.1,2.3,12.9,17.7,.398,Jemerrio Jones,11.3,0.1,0.2,.084,23,Jemerrio Jones,SF
0.0,0.0,-52.3,90.3,0.0,-16.2,.500,.250,2,5,0.0,-0.1,-36.1,-15.8,0.0,18.4,44.2,.225,Terrence Jones,47.2,-0.1,-0.1,-0.661,27,Terrence Jones,PF
28.3,0.3,-1.8,7.7,0.9,-1.5,.283,.155,68,1560,1.6,2.1,-0.3,13.7,2.5,9.0,4.6,.491,Tyus Jones,14.1,0.1,3.0,.091,22,Tyus Jones,PG
11.6,3.0,2.4,35.2,3.1,3.3,.000,.592,69,2047,11.7,4.0,-0.9,19.0,1.0,21.4,23.5,.674,DeAndre Jordan,15.0,2.3,7.1,.167,30,DeAndre Jordan,C
9.5,2.9,2.0,35.9,2.5,3.4,.000,.613,50,1554,11.2,2.7,-1.4,18.0,1.0,21.3,23.6,.672,DeAndre Jordan,14.4,1.6,5.3,.162,30,DeAndre Jordan,C
18.2,3.4,3.6,33.0,0.6,2.9,.000,.537,19,493,13.3,1.3,0.6,22.1,0.9,21.6,22.9,.681,DeAndre Jordan,16.8,0.7,1.9,.181,30,DeAndre Jordan,C
20.7,0.9,-0.5,12.6,2.9,1.4,.312,.078,82,2063,2.1,0.5,-2.0,11.0,2.2,12.4,7.5,.474,Cory Joseph,13.7,0.8,3.5,.081,27,Cory Joseph,PG
12.9,1.4,-0.9,18.1,0.5,-1.9,.466,.359,47,755,5.5,1.3,1.1,16.8,0.8,10.6,11.7,.587,Frank Kaminsky,22.1,0.2,1.8,.114,25,Frank Kaminsky,C
12.1,1.3,1.3,26.1,1.6,-0.2,.050,.288,67,1640,16.4,3.9,1.5,22.3,0.9,13.3,21.1,.594,Enes Kanter,23.1,1.4,5.4,.159,26,Enes Kanter,C
13.1,1.3,0.8,27.5,0.9,-0.2,.047,.276,44,1128,15.5,2.4,1.0,21.8,0.8,13.1,21.4,.585,Enes Kanter,22.9,0.8,3.4,.143,26,Enes Kanter,C
9.9,1.4,2.3,22.8,0.6,-0.3,.056,.316,23,512,18.3,1.5,2.5,23.5,1.3,13.7,20.6,.614,Enes Kanter,23.4,0.6,2.1,.196,26,Enes Kanter,C
12.3,0.6,-1.5,13.5,1.3,-1.0,.517,.117,63,1437,0.9,1.3,-0.5,11.9,0.9,9.4,7.0,.560,Luke Kennard,18.1,0.2,2.5,.085,22,Luke Kennard,SG
,,,,,,,,,,,,,,,,,,,,,,,,,
7.4,2.9,-1.3,14.8,1.0,0.4,.142,.370,64,1179,7.9,1.5,-1.7,13.3,1.3,10.0,11.3,.553,Michael Kidd-Gilchrist,15.7,0.2,2.5,.100,25,Michael Kidd-Gilchrist,PF
0.0,0.0,-10.6,18.8,0.0,-1.8,,,1,6,0.0,0.0,-8.8,1.9,0.0,,9.2,,George King,0.0,0.0,0.0,-0.001,25,George King,SF
6.8,4.4,1.5,16.9,1.8,2.3,.565,.192,71,1502,6.5,1.6,-0.8,13.1,1.2,11.4,11.7,.579,Maxi Kleber,13.5,1.3,3.5,.111,27,Maxi Kleber,PF
14.4,0.2,-5.0,7.7,0.0,-3.1,.496,.131,39,736,1.4,-0.1,-1.9,8.9,1.4,9.8,4.4,.484,Brandon Knight,18.1,-0.6,0.0,-0.002,27,Brandon Knight,PG
10.6,0.0,-11.3,7.7,0.0,-4.4,.681,.234,12,118,0.9,-0.3,-6.9,0.8,0.8,8.8,4.2,.347,Brandon Knight,20.9,-0.3,-0.3,-0.113,27,Brandon Knight,PG
15.1,0.3,-3.8,7.7,0.0,-2.9,.455,.108,27,618,1.5,0.3,-1.0,10.5,1.5,10.1,4.5,.515,Brandon Knight,17.6,-0.3,0.2,.019,27,Brandon Knight,PG
6.0,0.9,-6.0,13.6,0.9,-2.4,.398,.247,75,2158,2.9,-2.2,-3.6,8.7,1.0,10.1,8.1,.475,Kevin Knox,22.3,-2.2,-1.3,-0.030,19,Kevin Knox,PF
10.7,0.2,-2.2,13.8,0.7,-1.5,.588,.180,48,679,2.6,0.4,-0.8,11.5,2.0,8.6,8.3,.528,Furkan Korkmaz,17.9,0.0,1.1,.079,21,Furkan Korkmaz,SG
10.5,4.5,0.7,14.6,0.7,0.6,.682,.163,46,784,3.6,0.6,0.1,14.8,1.7,7.6,9.0,.531,Luke Kornet,17.9,0.5,1.4,.083,23,Luke Kornet,PF
8.9,0.7,-1.5,12.4,1.3,-1.5,.720,.151,70,1334,0.7,1.0,0.0,11.2,0.9,10.3,6.6,.582,Kyle Korver,18.5,0.2,2.3,.082,37,Kyle Korver,SG-PF
10.1,0.7,-3.7,13.4,0.0,-3.4,.711,.211,16,251,0.0,0.2,-0.3,11.3,0.6,17.0,6.4,.650,Kyle Korver,17.4,-0.1,0.2,.043,37,Kyle Korver,PF
8.6,0.7,-1.0,12.2,1.3,-1.0,.722,.140,54,1083,0.9,0.8,0.1,11.2,1.0,8.9,6.7,.569,Kyle Korver,18.7,0.3,2.0,.091,37,Kyle Korver,SG
