APct,BPct,Box +-,DRB PCT,DWS,"Deff, Box +-",FG3A PerFGA,FTA PerFGA,GP,MP,ORB PCT,OWS,Off. Box +-,PER,SPct,TO Pct,TRB PCT,TS %,Teams,USG %,VORP,WS,WSPer48,age,name,position
18.6,0.5,-8.7,4.8,0.1,-4.2,.434,.273,12,181,3.0,-0.4,-4.5,7.0,1.4,14.0,3.9,.437,Isaiah Thomas,30.4,-0.3,-0.3,-0.077,29,Isaiah Thomas,SG
6.0,2.2,-5.2,9.3,0.2,-0.5,.507,.159,26,195,2.2,-0.2,-4.7,6.2,1.8,5.1,5.6,.413,Khyri Thomas,17.2,-0.2,0.0,.005,22,Khyri Thomas,SG
5.0,0.8,-5.3,13.1,0.3,-1.2,.401,.183,46,783,2.7,-0.3,-4.1,6.4,1.0,10.1,7.8,.482,Lance Thomas,12.9,-0.7,0.1,.004,30,Lance Thomas,PF
10.5,1.5,-0.8,10.1,2.3,-2.0,.427,.113,78,2652,1.6,2.9,1.2,16.6,1.5,7.2,6.0,.571,Klay Thompson,25.6,0.8,5.3,.095,28,Klay Thompson,SG
11.2,1.2,0.3,25.7,0.5,0.1,.000,.279,43,1198,15.4,2.1,0.2,18.4,1.2,12.1,20.3,.551,Tristan Thompson,17.7,0.7,2.6,.105,27,Tristan Thompson,C
7.2,1.8,-4.0,12.8,0.3,1.1,.306,.694,64,313,1.7,-0.3,-5.1,5.2,2.1,23.8,7.5,.485,Sindarius Thornwell,11.3,-0.2,0.0,.004,24,Sindarius Thornwell,SG
5.5,1.7,-2.2,16.2,0.5,-1.0,.830,.232,65,1079,1.5,0.6,-1.2,8.6,0.8,11.2,8.8,.571,Anthony Tolliver,12.5,-0.1,1.2,.052,33,Anthony Tolliver,PF
17.2,4.2,6.8,29.3,3.2,2.0,.270,.342,77,2545,10.9,7.2,4.8,26.3,1.3,13.7,20.0,.622,Karl-Anthony Towns,28.9,5.7,10.4,.197,23,Karl-Anthony Towns,C
,,,,,,,,,,,,,,,,,,,,,,,,,
6.2,1.4,-10.3,9.4,0.1,-3.6,.420,.140,15,111,1.0,-0.3,-6.7,3.6,0.4,7.0,5.3,.377,Gary Trent,21.7,-0.2,-0.2,-0.092,20,Gary Trent,SG
12.9,0.8,-4.2,12.2,0.5,-2.0,.255,.431,64,1459,2.2,0.4,-2.2,12.2,0.9,15.8,7.1,.564,Allonzo Trier,21.5,-0.8,0.9,.030,23,Allonzo Trier,SG
4.6,1.2,1.3,14.4,3.0,1.8,.740,.113,82,2802,4.7,2.0,-0.5,9.2,2.3,10.3,9.5,.547,P.J. Tucker,9.5,2.3,5.0,.086,33,P.J. Tucker,PF
23.6,0.9,-1.8,18.9,1.5,0.7,.117,.239,73,1605,2.5,0.5,-2.5,11.6,1.0,18.9,10.9,.504,Evan Turner,15.9,0.1,2.0,.060,30,Evan Turner,PG
8.0,8.4,3.3,22.0,4.4,4.7,.251,.258,74,2119,5.4,1.9,-1.4,18.0,1.4,10.3,13.9,.567,Myles Turner,20.0,2.8,6.3,.144,22,Myles Turner,C
12.8,7.7,5.6,20.9,0.7,5.7,.000,.417,51,320,9.3,0.9,-0.1,20.9,1.5,13.2,15.2,.698,Ekpe Udoh,13.1,0.6,1.6,.238,31,Ekpe Udoh,C
0.0,0.0,-7.1,0.0,0.0,-0.4,,,1,1,0.0,0.0,-6.7,0.0,0.0,,0.0,,Tyler Ulis,0.0,0.0,0.0,-0.015,23,Tyler Ulis,PG
12.0,4.4,1.2,31.4,1.9,1.2,.089,.344,49,1091,10.7,2.2,0.1,24.4,0.8,12.7,21.1,.616,Jonas Valančiūnas,28.5,0.9,4.2,.183,26,Jonas Valančiūnas,C
8.5,3.4,0.9,30.2,1.1,0.5,.116,.363,30,564,10.6,1.6,0.5,24.4,1.1,11.5,20.6,.639,Jonas Valančiūnas,25.9,0.4,2.6,.224,26,Jonas Valančiūnas,C
15.7,5.4,1.6,32.7,0.9,2.0,.065,.326,19,527,10.9,0.7,-0.4,24.4,0.6,13.8,21.6,.594,Jonas Valančiūnas,31.4,0.5,1.5,.140,26,Jonas Valančiūnas,C
5.9,1.3,-4.0,25.2,0.1,2.1,.053,.526,17,69,10.9,-0.1,-6.1,12.4,4.3,25.5,18.0,.513,Jarred Vanderbilt,19.4,0.0,0.1,.037,19,Jarred Vanderbilt,PF
23.9,0.9,0.0,8.7,1.9,-0.7,.493,.192,64,1760,1.3,2.4,0.7,13.7,1.6,11.2,5.1,.539,Fred VanVleet,17.9,0.9,4.3,.117,24,Fred VanVleet,PG
11.1,2.5,0.0,25.8,1.7,1.6,.311,.355,68,1722,6.7,1.5,-1.6,13.9,1.3,14.7,16.0,.561,Noah Vonleh,14.8,0.9,3.2,.090,23,Noah Vonleh,PF
21.9,3.0,6.4,31.9,4.7,3.4,.171,.168,80,2510,9.4,5.4,3.0,25.5,1.6,9.9,20.5,.573,Nikola Vučević,28.0,5.3,10.1,.193,28,Nikola Vučević,C
26.5,1.8,-0.5,12.2,2.3,0.0,.272,.243,72,1885,3.9,0.1,-0.4,15.8,1.5,13.5,8.0,.510,Dwyane Wade,27.9,0.7,2.4,.061,37,Dwyane Wade,SG
7.4,2.4,-5.1,15.4,0.5,-1.1,.450,.310,43,446,4.0,-0.3,-4.0,10.1,1.1,16.7,9.8,.533,Moritz Wagner,21.7,-0.3,0.2,.020,21,Moritz Wagner,C
16.4,0.7,-1.9,10.2,1.1,-1.6,.605,.092,44,1138,0.7,0.1,-0.3,11.4,1.2,11.4,5.4,.530,Dion Waiters,21.1,0.0,1.2,.052,27,Dion Waiters,SG
29.4,1.0,3.3,11.9,1.9,-1.7,.434,.267,82,2863,1.9,5.5,5.1,21.7,1.7,10.1,6.8,.558,Kemba Walker,31.5,3.9,7.4,.123,28,Kemba Walker,PG
10.3,2.2,-4.4,15.6,0.2,0.3,.283,.217,17,118,0.0,-0.1,-4.7,10.8,2.9,7.4,7.9,.446,Lonnie Walker,20.3,-0.1,0.0,.019,20,Lonnie Walker,SG
39.2,2.2,-0.2,10.1,0.7,-1.2,.306,.317,32,1104,1.5,0.5,1.1,18.0,2.1,16.1,5.7,.527,John Wall,28.8,0.5,1.2,.051,28,John Wall,PG
9.5,0.9,-6.3,13.2,0.5,-0.9,.088,.263,62,628,3.5,-0.8,-5.5,7.0,1.6,12.9,8.5,.450,Tyrone Wallace,18.7,-0.7,-0.3,-0.023,24,Tyrone Wallace,PG
11.1,1.1,-1.9,12.3,0.7,-1.5,.530,.195,55,1552,1.5,0.8,-0.4,11.9,1.6,13.4,6.7,.575,Taurean Waller-Prince,19.5,0.0,1.5,.047,24,Taurean Waller-Prince,SF
,,,,,,,,,,,,,,,,,,,,,,,,,
22.5,0.5,-2.2,11.8,0.4,-1.4,.371,.267,36,343,0.9,0.6,-0.8,14.3,1.7,13.9,6.4,.597,Brad Wanamaker,17.1,0.0,1.0,.134,29,Brad Wanamaker,PG
7.7,1.8,-1.7,11.8,0.5,-1.8,.295,.203,43,1360,2.5,1.6,0.1,16.3,1.8,7.2,7.1,.580,T.J. Warren,22.7,0.1,2.1,.074,25,T.J. Warren,SF
7.7,0.7,-3.4,14.8,0.3,1.4,.500,.083,18,254,3.5,-0.2,-4.8,6.5,2.5,12.3,9.1,.402,Julian Washburn,10.0,-0.1,0.1,.023,27,Julian Washburn,SF
6.6,0.5,-9.3,17.7,0.2,-1.2,.314,.196,15,174,2.5,-0.4,-8.2,3.3,1.1,9.8,10.0,.352,Yuta Watanabe,15.8,-0.3,-0.2,-0.065,24,Yuta Watanabe,SF
20.5,0.0,-2.6,12.1,0.0,-4.3,.538,.154,11,36,0.0,0.1,1.7,16.1,0.0,6.7,6.0,.648,Thomas Welsh,17.7,0.0,0.1,.162,22,Thomas Welsh,C
46.5,1.1,6.5,28.3,5.0,3.9,.279,.306,73,2630,4.1,1.8,2.5,21.1,2.5,16.3,15.8,.501,Russell Westbrook,30.9,5.6,6.8,.124,30,Russell Westbrook,PG
21.0,2.3,0.9,13.3,1.9,1.1,.262,.227,67,1728,2.2,1.7,-0.2,14.8,1.9,14.0,7.8,.555,Derrick White,17.7,1.3,3.6,.101,24,Derrick White,PG
0.0,0.0,-19.2,18.4,0.0,-8.2,1.000,.000,3,6,17.8,0.0,-11.0,-4.5,0.0,0.0,18.1,.000,Okaro White,14.1,0.0,0.0,-0.251,26,Okaro White,PF
5.6,7.3,0.8,35.6,4.0,3.0,.024,.357,72,1674,16.3,2.3,-2.2,23.5,1.3,11.0,25.9,.564,Hassan Whiteside,22.6,1.2,6.3,.180,29,Hassan Whiteside,C
10.9,1.6,-2.9,11.4,1.3,-1.3,.288,.245,73,2543,3.5,-0.6,-1.7,12.4,1.3,9.3,7.4,.493,Andrew Wiggins,24.4,-0.6,0.6,.012,23,Andrew Wiggins,SF
22.3,0.0,5.8,60.3,0.1,2.7,.077,.308,5,26,16.2,0.1,3.1,32.9,1.8,6.3,38.4,.610,Alan Williams,25.5,0.1,0.2,.312,26,Alan Williams,PF
12.9,0.0,-4.0,5.9,0.1,-2.2,.457,.029,15,128,0.8,0.1,-1.8,8.8,2.2,12.4,3.3,.550,C.J. Williams,13.3,-0.1,0.1,.042,28,C.J. Williams,SG
4.9,1.5,-1.7,13.9,0.3,-0.8,.018,.436,24,372,13.6,0.7,-0.9,15.1,1.0,10.9,13.7,.599,Johnathan Williams,16.4,0.0,1.0,.135,23,Johnathan Williams,C
9.5,1.4,-0.3,15.5,0.9,0.9,.559,.068,46,1079,5.4,0.3,-1.2,9.7,1.9,11.1,10.5,.485,Kenrich Williams,12.3,0.5,1.2,.053,24,Kenrich Williams,SF
33.0,0.4,0.4,9.4,1.2,-2.6,.256,.426,75,1993,2.2,3.9,3.1,21.2,1.3,11.8,5.9,.554,Lou Williams,32.4,1.2,5.1,.123,32,Lou Williams,SG
6.1,2.5,0.3,17.1,1.9,0.5,.586,.132,75,2133,3.8,1.9,-0.2,12.6,1.6,6.4,10.3,.548,Marvin Williams,14.9,1.3,3.8,.086,32,Marvin Williams,PF
3.3,12.5,4.4,20.4,0.6,6.7,.000,.294,32,283,10.2,0.5,-2.4,18.8,1.5,14.8,15.3,.703,Robert Williams,10.3,0.5,1.2,.201,21,Robert Williams,C
4.7,2.2,-2.6,15.9,0.3,-0.3,.449,.153,21,312,3.9,0.1,-2.3,10.5,1.5,7.9,9.7,.531,Troy Williams,15.0,0.0,0.4,.064,24,Troy Williams,SF
7.6,1.9,-1.6,19.2,1.4,0.9,.506,.187,48,882,5.5,0.3,-2.4,10.3,0.9,10.5,12.8,.515,D.J. Wilson,14.4,0.1,1.7,.093,22,D.J. Wilson,PF
21.9,0.9,-0.1,15.9,2.6,1.0,.342,.183,66,1959,3.4,0.2,-1.1,12.8,1.8,14.9,9.6,.513,Justise Winslow,20.8,1.0,2.8,.067,22,Justise Winslow,SF
,,,,,,,,,,,,,,,,,,,,,,,,,
4.8,3.2,-3.3,26.5,0.3,-1.8,.222,.479,21,251,7.2,0.4,-1.5,21.9,1.3,10.7,17.0,.607,Christian Wood,26.1,-0.1,0.8,.151,23,Christian Wood,PF
4.6,0.0,-7.5,24.7,0.1,-4.1,.200,.600,13,62,7.0,0.1,-3.4,17.1,0.0,8.7,16.4,.585,Christian Wood,23.4,-0.1,0.2,.146,23,Christian Wood,PF
4.9,4.3,-1.9,27.0,0.3,-1.0,.228,.446,8,189,7.2,0.3,-0.9,23.4,1.7,11.3,17.3,.613,Christian Wood,26.9,0.0,0.6,.152,23,Christian Wood,PF
21.6,1.6,1.5,12.8,2.4,1.5,.301,.269,75,1699,4.4,1.9,0.0,15.5,2.5,11.0,8.6,.523,Delon Wright,18.1,1.5,4.3,.121,26,Delon Wright,PG
16.8,1.4,0.8,10.1,1.3,1.1,.307,.208,49,897,4.8,1.0,-0.3,14.5,2.5,10.4,7.5,.527,Delon Wright,17.1,0.6,2.3,.123,26,Delon Wright,PG
26.9,1.8,2.2,15.9,1.1,1.9,.294,.336,26,802,4.0,0.9,0.3,16.6,2.6,11.6,9.9,.519,Delon Wright,19.2,0.8,2.0,.119,26,Delon Wright,PG
8.2,2.5,-2.1,12.8,0.3,-0.1,.364,.286,41,251,9.8,0.2,-2.1,12.4,1.5,14.8,11.3,.542,Guerschon Yabusele,17.5,0.0,0.5,.090,23,Guerschon Yabusele,PF
6.8,2.4,-7.0,2.9,0.0,-2.6,.889,.000,4,37,0.0,0.0,-4.4,2.3,0.0,18.2,1.5,.500,Nick Young,12.7,0.0,0.0,-0.021,33,Nick Young,SG
12.0,1.3,2.9,14.4,3.9,2.1,.174,.161,81,2489,8.7,3.0,0.8,16.2,2.4,12.0,11.7,.569,Thaddeus Young,18.0,3.1,6.9,.133,30,Thaddeus Young,PF
40.5,0.5,-1.1,10.2,0.7,-2.8,.384,.330,81,2503,2.6,2.5,1.8,17.0,1.3,17.6,6.3,.539,Trae Young,28.4,0.6,3.3,.062,20,Trae Young,PG
12.1,2.9,2.0,19.7,1.2,1.7,.064,.409,49,1243,9.4,2.6,0.2,17.2,1.5,13.2,14.5,.611,Cody Zeller,16.3,1.2,3.9,.150,26,Cody Zeller,C
6.7,3.1,-2.2,15.7,0.1,-1.2,.033,.600,6,93,12.9,0.2,-1.0,17.3,0.5,9.5,14.2,.607,Tyler Zeller,20.1,0.0,0.3,.167,29,Tyler Zeller,C
10.6,0.0,-7.2,39.1,0.0,-0.4,.500,.000,2,11,18.7,0.0,-6.8,1.5,0.0,0.0,28.7,.000,Tyler Zeller,7.4,0.0,0.0,-0.013,29,Tyler Zeller,C
6.2,3.5,-1.5,12.5,0.1,-1.3,.000,.643,4,82,12.1,0.2,-0.3,19.4,0.6,10.0,12.3,.640,Tyler Zeller,21.8,0.0,0.3,.191,29,Tyler Zeller,C
7.7,1.8,-3.1,22.8,0.3,-1.4,.000,.399,59,1082,10.6,1.7,-1.7,16.2,0.6,13.6,16.4,.590,Ante Žižić,18.2,-0.3,2.0,.087,22,Ante Žižić,C
9.1,4.0,-0.3,24.2,1.3,1.0,.000,.332,59,1040,11.9,1.9,-1.2,18.9,0.6,13.9,18.2,.604,Ivica Zubac,20.3,0.5,3.2,.148,21,Ivica Zubac,C
7.3,4.3,-0.9,21.2,0.6,0.4,.000,.342,33,516,11.0,1.1,-1.3,19.5,0.4,12.9,16.2,.633,Ivica Zubac,20.5,0.1,1.8,.165,21,Ivica Zubac,C
10.9,3.6,0.3,27.2,0.7,1.5,.000,.323,26,524,12.7,0.7,-1.2,18.3,0.9,14.8,20.2,.574,Ivica Zubac,20.1,0.3,1.4,.132,21,Ivica Zubac,C
