name,Teams,age,Restricted FGM,Restricted FGA,Restricted FG%,Paint FGM,Paint FGA,Paint FG%,Mid FGM,Mid FGA,Mid FG%,Left Corner FGM,Left Corner FGA,Left Corner FG%,Right Corner FGM,Right Corner FGA,Right Corner FG%,Above Break FGM,Above Break FGA,Above Break FG%
Reggis Onwukamuche,LAK,27,0.6,1.0,59.3,0.1,0.2,50.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,57.1
Retin Obasohan,NAS,25,2.5,4.4,56.6,1.2,2.6,44.8,0.1,0.8,14.8,0.0,0.1,50.0,0.0,0.1,50.0,0.2,1.2,20.0
Richard Solomon,OKL,27,4.7,6.7,70.1,0.4,1.1,37.8,0.1,0.3,30.0,0.0,0.2,16.7,0.0,0.1,0.0,0.2,0.9,20.0
Rob Gray,FWN,25,2.0,3.4,58.3,1.2,3.0,40.3,1.5,3.4,45.8,0.1,0.1,50.0,0.1,0.2,30.0,1.3,3.7,35.5
Robert Heyer,SBL,27,1.1,1.6,66.7,0.2,0.4,46.7,0.1,0.2,25.0,0.2,0.5,43.8,0.1,0.5,20.0,0.5,1.6,31.1
Robert Johnson,WIS,24,0.8,1.6,51.4,0.2,0.6,37.9,0.7,1.3,52.4,0.1,0.3,23.1,0.1,0.3,54.5,0.9,2.8,30.8
Robert Williams III,MNE,21,5.4,6.2,87.1,0.2,0.8,25.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodions Kurucs,LIN,21,1.8,3.8,46.7,0.3,1.3,20.0,0.3,0.8,33.3,0.5,0.8,66.7,0.0,0.0,0.0,0.5,2.5,20.0
Rodney Pryor,RAP,26,1.0,1.8,56.9,0.2,0.6,25.0,0.6,1.3,49.1,0.1,0.3,18.2,0.3,0.7,50.0,1.3,3.3,38.5
Rodney Purvis,SXF,25,1.9,2.7,68.9,0.5,2.0,25.3,0.7,2.0,36.1,0.2,0.8,21.6,0.2,0.6,40.7,1.8,5.9,31.3
Roger Moute a Bidias,RGV,24,1.6,2.8,56.3,0.1,0.8,18.8,0.0,0.1,25.0,0.0,0.3,9.1,0.1,0.3,30.0,0.1,0.6,16.7
Roscoe Smith,GBO,28,1.7,2.7,63.9,0.2,0.7,31.3,0.9,2.3,39.6,0.0,0.1,0.0,0.1,0.2,25.0,0.3,1.1,32.0
Ryan Anderson,DEL,26,2.4,3.9,61.6,0.4,1.0,40.0,0.0,0.4,7.1,0.0,0.1,20.0,0.1,0.2,28.6,0.1,0.6,17.4
Ryan Boatright,TEX,26,0.5,1.3,42.9,0.4,0.5,66.7,0.4,0.8,44.4,0.2,0.3,66.7,0.0,0.2,0.0,1.2,3.3,36.1
Sam Thompson,GBO,26,1.5,2.3,65.8,0.3,1.0,28.6,0.3,0.7,42.9,0.2,0.7,33.3,0.2,0.4,36.8,0.4,1.8,23.3
Sanjay Lumpkin,ERI,25,1.8,2.6,69.2,0.1,0.3,23.1,0.0,0.1,33.3,0.1,0.5,26.3,0.2,0.3,45.5,0.2,0.8,21.9
Scoochie Smith,CTN,24,1.6,2.6,61.2,0.4,1.5,27.6,0.5,1.9,27.8,0.2,0.4,42.1,0.1,0.3,33.3,1.5,4.5,32.9
Scott Machado,SBL,29,2.8,4.7,60.2,1.2,2.8,40.9,0.6,1.6,37.1,0.1,0.3,30.8,0.0,0.2,25.0,1.1,3.7,28.9
Scottie Lindsey,GRD,23,1.6,2.1,77.4,0.7,1.5,43.5,0.5,0.9,50.0,0.0,0.3,0.0,0.2,0.3,75.0,1.3,4.5,29.9
Scotty Hopson,OKL,29,3.5,5.0,69.1,1.0,2.1,48.6,1.1,2.0,55.7,0.1,0.4,21.4,0.2,0.5,43.8,0.9,2.7,31.3
Sekou Wiggs,WES,24,1.6,2.7,59.2,0.4,1.0,35.3,0.4,1.2,31.6,0.1,0.3,20.0,0.0,0.2,28.6,0.3,1.2,28.3
Shake Milton,DEL,22,4.1,6.3,64.9,1.9,4.5,42.1,1.1,2.4,45.3,0.5,1.2,43.8,0.1,0.2,60.0,1.5,4.4,34.2
Shannon Scott,LIN,26,1.0,1.8,54.1,0.4,1.2,37.0,0.2,0.8,30.6,0.2,0.6,25.0,0.2,0.4,45.0,1.3,4.0,32.6
ShawnDre Jones,NAS,24,0.7,1.3,52.2,0.6,1.4,38.5,0.4,0.9,43.8,0.3,0.5,50.0,0.1,0.2,66.7,0.4,1.9,20.6
Sheldon Jeter,MNE,24,0.6,0.9,64.9,0.1,0.4,26.7,0.4,0.7,53.3,0.3,0.6,54.5,0.1,0.2,42.9,1.3,3.1,42.1
Shep Garner,GRD,24,0.1,0.4,33.3,0.1,0.4,23.5,0.2,0.6,37.5,0.2,0.4,41.7,0.1,0.2,66.7,1.4,4.1,33.1
Shevon Thompson,WIS,26,4.2,5.9,71.3,0.7,1.5,43.5,0.4,0.6,63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shonn Miller,SLC,25,1.0,1.4,75.6,0.3,0.8,44.0,0.3,0.7,43.5,0.1,0.3,25.0,0.0,0.3,10.0,1.1,2.8,37.2
Sindarius Thornwell,ACC,24,2.8,3.8,73.9,0.7,2.2,30.8,0.3,0.8,40.0,0.3,0.8,40.0,0.0,0.2,0.0,0.5,3.3,15.0
Sir'Dominic Pointer,CTN,27,2.2,2.9,74.2,0.4,1.1,36.2,0.2,0.8,32.3,0.2,0.4,43.8,0.1,0.5,29.4,0.7,1.6,42.2
Spencer Hawes,SBL,31,1.7,3.3,50.0,0.6,1.6,35.7,0.4,1.3,33.3,0.0,0.0,0.0,0.0,0.1,0.0,2.0,4.2,47.4
Stanford Robinson,RGV,23,0.5,1.4,35.7,0.1,0.5,20.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Stephan Hicks,FWN,27,3.4,5.3,64.6,0.8,2.1,35.0,0.3,1.1,25.5,0.4,1.0,43.8,0.0,0.4,11.1,0.5,1.9,27.8
Stephaun Branch,SLC,23,1.7,2.5,66.9,0.2,0.9,20.9,0.1,0.3,26.7,0.1,0.4,27.8,0.0,0.3,12.5,0.6,1.8,32.6
Stephen Ugochukwu,TEX,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Zimmerman,WES,22,2.6,3.9,66.1,0.7,1.5,47.8,0.2,0.8,25.7,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0
Sterling Brown,WIS,24,4.3,6.7,65.0,0.0,0.3,0.0,1.0,2.0,50.0,0.3,1.0,33.3,0.0,0.0,0.0,2.3,7.0,33.3
Svi Mykhailiuk,GRD,22,4.6,8.0,57.8,0.4,1.1,33.3,0.5,2.0,25.0,0.5,1.0,50.0,0.3,0.4,66.7,2.3,6.1,36.7
Tahjere McCall,LIN,24,3.1,4.8,63.5,0.4,1.1,37.1,0.0,0.1,0.0,0.2,0.6,35.0,0.3,0.7,38.1,0.2,1.0,18.8
Tanner McGrew,SLC,25,1.0,1.8,59.3,0.2,0.7,33.3,0.1,0.3,33.3,0.1,0.2,42.9,0.1,0.1,75.0,1.2,3.0,39.0
Taren Sullivan,STO,23,0.5,0.8,63.9,0.4,1.1,38.5,0.4,0.6,60.0,0.1,0.4,25.0,0.3,1.0,35.1,0.8,1.9,40.9
Tarik Phillip,MHU,25,2.6,4.6,57.5,0.8,2.3,35.8,0.3,0.8,44.4,0.0,0.1,16.7,0.0,0.1,25.0,1.4,3.3,41.7
Terrence Drisdom,DEL,26,0.4,1.4,30.0,0.3,0.4,66.7,0.0,0.2,0.0,0.3,0.3,75.0,0.2,0.4,50.0,0.0,0.1,0.0
Terrence Jones,RGV,27,5.7,9.0,63.7,1.3,3.2,42.7,0.1,0.4,20.0,0.0,0.0,100,0.0,0.1,50.0,1.4,3.5,40.0
Terry Maston,ACC,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0
Theo Johnson,STO,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0
Theo Pinson,LIN,23,3.2,5.6,57.3,0.8,2.0,41.8,0.1,0.5,16.7,0.2,0.4,46.2,0.1,0.5,26.7,2.8,7.3,38.9
Thomas Bryant,CAP,21,6.0,7.0,85.7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,33.3
Thomas Robinson,MNE,28,6.0,9.3,64.9,0.5,1.5,33.3,1.0,1.5,66.7,0.0,0.0,0.0,0.3,0.5,50.0,0.0,0.5,0.0
Thomas Welsh,IWA,23,2.1,3.1,67.7,0.8,2.1,35.7,0.6,1.3,42.3,0.0,0.0,0.0,0.1,0.1,100,0.7,1.5,46.7
Thomas Wilder,WCB,24,1.4,2.8,50.4,0.4,1.1,37.5,0.1,0.5,20.0,0.1,0.3,28.6,0.1,0.3,45.5,0.2,1.0,20.5
Thomas Wimbush,LIN,25,1.7,2.8,61.4,0.2,1.1,18.2,0.1,0.3,33.3,0.4,0.8,52.4,0.3,0.7,40.0,0.3,1.6,20.0
Tim Bond,RGV,23,1.3,2.7,45.7,0.3,0.9,27.9,0.0,0.3,7.7,0.1,0.2,50.0,0.1,0.2,40.0,0.4,1.6,24.7
Tiwian Kendley,WCB,24,1.8,3.0,60.6,0.8,2.3,34.7,0.5,1.6,32.4,0.2,0.7,35.7,0.1,0.3,20.0,0.5,2.5,21.8
Todd Withers,GRD,23,1.0,1.5,67.1,0.1,0.6,25.9,0.1,0.1,50.0,0.3,0.6,44.4,0.2,0.7,26.7,0.8,2.7,30.5
Tommy Williams,ERI,26,0.9,1.4,64.3,0.0,0.0,0.0,0.2,0.5,40.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.6,14.3
Tony Bradley,SLC,21,4.9,7.6,64.9,0.8,1.6,51.6,0.1,0.2,50.0,0.0,0.3,0.0,0.1,0.2,25.0,0.3,0.7,35.7
Tra-Deon Hollins,FWN,23,1.8,3.2,55.7,0.4,1.5,25.0,0.2,0.7,33.3,0.1,0.2,33.3,0.1,0.1,66.7,0.1,1.2,11.4
Trae Bell-Haynes,WIS,23,1.6,2.3,72.2,0.5,1.0,50.0,0.1,0.3,50.0,0.0,0.0,0.0,0.2,0.3,50.0,0.1,0.8,16.7
Trahson Burrell,TEX,26,1.2,2.0,60.0,0.2,0.4,50.0,0.1,0.2,40.0,0.2,0.4,50.0,0.0,0.3,14.3,1.0,2.4,43.1
Travin Thibodeaux,FWN,23,2.0,3.2,62.3,0.4,1.2,35.0,0.2,0.6,26.3,0.0,0.0,100,0.0,0.0,0.0,0.0,0.1,33.3
Travis Bader,AUS,27,0.3,0.5,62.5,0.2,0.7,25.0,1.4,2.6,51.1,0.4,1.2,35.0,0.5,0.7,63.6,0.9,3.2,27.3
Travis Trice II,AUS,26,1.4,2.3,62.7,0.8,1.7,46.8,2.0,5.3,37.9,0.1,0.2,57.1,0.1,0.2,42.9,1.8,4.8,37.9
Travis Wear,SBL,28,1.0,1.7,59.1,0.6,1.3,44.0,1.2,3.2,36.3,0.3,0.6,43.5,0.2,0.5,44.4,2.4,6.5,37.2
Trayvon Palmer,NAS,24,1.3,2.1,62.7,0.2,0.7,32.0,0.2,0.4,50.0,0.2,0.6,36.8,0.2,0.7,22.7,0.5,2.0,22.9
Tre'Darius McCallum,WCB,24,1.4,1.9,74.1,0.1,0.4,16.7,0.1,0.4,33.3,0.3,0.7,44.4,0.2,1.4,13.3,0.4,1.0,42.9
Tre'Shaun Fletcher,SLC,119,0.1,0.2,50.0,0.1,0.2,50.0,0.1,0.1,100,0.1,0.3,50.0,0.3,0.4,66.7,0.2,1.0,22.2
Treveon Graham,LIN,25,3.0,5.0,60.0,1.0,1.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0
Trevon Bluiett,SLC,24,0.8,1.5,57.1,0.2,0.6,33.3,1.0,2.6,37.1,0.3,0.7,35.3,0.2,0.5,36.4,1.7,4.5,38.3
Trevon Duval,RGV,20,3.3,5.6,59.0,0.5,1.6,32.8,0.3,1.0,26.3,0.2,0.5,38.9,0.1,0.3,27.3,0.6,2.7,21.9
Trey Davis,MNE,26,0.4,1.0,44.4,0.3,1.0,33.3,0.3,1.3,25.0,0.0,0.3,0.0,0.3,0.5,50.0,0.6,1.9,29.4
Trey Lewis,SLC,26,0.9,2.1,44.8,0.4,1.0,35.7,0.3,0.9,30.8,0.4,0.6,62.5,0.1,0.3,25.0,1.9,5.5,33.8
Troy Brown Jr.,CAP,19,3.1,4.3,72.3,1.5,3.3,47.2,0.5,1.8,25.0,0.4,0.5,80.0,0.2,0.3,66.7,1.1,3.5,31.6
Troy Caupain,LAK,23,1.9,2.9,66.0,1.6,3.2,49.0,0.8,1.9,41.1,0.1,0.3,46.7,0.2,0.2,72.7,1.5,4.1,36.3
Troy Williams,STO,24,3.2,4.9,65.3,1.4,3.3,44.1,0.5,1.7,28.8,0.1,0.4,27.3,0.1,0.5,25.0,1.6,4.9,32.1
Tyler Cavanaugh,SLC,25,2.0,3.2,63.4,1.0,2.4,40.8,0.6,1.6,37.3,0.3,0.7,51.9,0.3,0.6,48.0,1.6,4.2,37.6
Tyler Davis,OKL,22,5.6,9.3,60.0,0.7,1.7,44.0,0.2,0.5,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Dorsey,MHU,23,4.0,6.2,64.5,1.0,1.6,62.5,1.2,2.6,46.2,0.0,0.2,0.0,0.2,0.2,100,2.4,6.8,35.3
Tyler Harvey,MHU,25,1.7,2.4,67.7,0.8,1.9,44.4,0.8,1.9,40.3,0.2,0.4,56.3,0.3,0.5,57.9,2.2,5.3,41.8
Tyler Lydon,CAP,23,2.1,3.3,65.4,0.3,1.0,25.0,0.5,1.0,50.0,0.0,0.1,0.0,0.1,0.3,50.0,2.0,5.8,34.8
Tyler Nelson,GBO,23,0.8,1.2,64.3,0.1,0.4,33.3,0.4,0.9,39.4,0.4,0.8,48.1,0.3,0.5,53.3,1.1,2.8,40.0
Tyler Roberson,ACC,24,3.0,4.3,69.2,0.5,1.4,38.1,0.3,0.5,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Ulis,WCB,23,1.5,4.0,37.5,2.8,5.3,52.4,1.8,4.3,41.2,0.0,0.3,0.0,0.0,0.3,0.0,1.3,4.5,27.8
Tyrell Corbin,STO,26,0.1,0.1,50.0,0.1,0.4,14.3,0.3,1.1,31.3,0.1,0.3,33.3,0.1,0.4,33.3,0.3,0.9,33.3
Tyrius Walker,WES,23,0.8,0.8,100,0.0,0.0,0.0,0.3,0.5,50.0,0.3,0.5,50.0,0.0,0.3,0.0,0.5,1.3,40.0
Uche Ofoegbu,RAP,25,0.8,1.7,50.0,0.2,1.0,16.7,0.1,0.2,50.0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.2,0.0
Uchenna Iroegbu,STO,22,0.7,0.7,100,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,66.7
V.J. Beachem,WCB,24,0.6,1.0,57.1,0.2,0.4,43.8,0.1,0.5,21.1,0.4,0.8,50.0,0.2,0.6,29.2,0.8,2.9,29.3
Vander Blue,TEX,26,2.3,4.2,54.6,0.3,1.2,26.1,0.3,1.4,24.5,0.1,0.3,16.7,0.2,0.5,30.0,0.6,2.2,26.4
Vincent Edwards,RGV,23,1.3,2.3,58.6,0.3,1.0,32.3,0.1,0.2,50.0,0.2,0.6,25.0,0.3,0.7,38.1,1.5,4.7,31.5
Vitto Brown,MNE,23,1.0,1.6,60.0,0.3,0.9,34.9,0.2,0.5,41.7,0.2,0.5,41.7,0.2,0.8,28.6,1.7,4.4,37.8
Wade Baldwin IV,RAP,23,4.4,6.9,63.9,1.1,3.4,33.3,1.6,4.0,41.1,0.3,0.4,80.0,0.1,0.3,25.0,1.1,3.4,31.9
Walter Lemon Jr.,WCB,26,6.2,10.5,59.4,0.6,1.9,32.5,0.9,2.3,39.6,0.0,0.0,0.0,0.0,0.1,0.0,0.9,2.9,30.4
Wenyen Gabriel,STO,22,2.0,3.4,60.6,0.9,2.0,45.3,0.1,0.4,33.3,0.0,0.3,10.0,0.1,0.2,50.0,0.7,1.7,39.7
Wes VanBeck,SBL,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Cherry,SCW,28,1.9,3.1,60.1,0.6,1.7,33.8,0.7,2.1,30.9,0.1,0.3,20.0,0.0,0.2,10.0,0.4,2.0,21.3
Will Davis,LIN,26,1.5,2.3,65.2,0.5,1.3,38.5,0.0,0.0,0.0,0.1,0.3,50.0,0.1,0.1,100,0.0,0.0,0.0
William Lee,IWA,24,1.0,1.8,58.9,0.3,0.6,50.0,0.4,1.0,36.7,0.0,0.2,16.7,0.1,0.4,30.0,0.5,1.6,28.6
Willie Reed,SLC,29,6.8,8.8,76.8,1.4,3.2,44.1,0.3,0.8,37.5,0.1,0.1,100,0.0,0.0,0.0,0.0,0.0,100
Xavier Johnson,TEX,26,2.4,3.6,67.1,0.3,1.0,28.6,0.0,0.3,14.3,0.1,0.3,41.7,0.1,0.3,25.0,0.1,0.6,20.0
Xavier Munford,WIS,27,3.1,5.4,57.3,0.6,1.5,38.1,1.8,3.9,46.3,0.1,0.4,20.0,0.1,0.1,100,1.3,3.8,34.0
Xavier Rathan-Mayes,TEX,25,2.3,3.6,64.4,0.4,1.8,23.9,1.3,3.4,37.6,0.1,0.1,66.7,0.0,0.2,20.0,1.4,4.1,33.3
Xavier Silas,IWA,31,0.8,1.7,50.0,0.1,0.8,14.3,0.7,1.6,46.4,0.2,0.7,25.0,0.3,0.8,41.7,1.9,5.2,37.6
Yante Maten,SXF,22,5.1,7.3,70.0,1.7,3.4,50.5,0.2,1.0,23.3,0.0,0.4,10.0,0.1,0.2,28.6,1.1,3.0,35.6
Yuta Watanabe,MHU,24,2.1,3.6,57.6,0.8,2.0,37.9,1.0,2.4,42.3,0.2,0.5,31.3,0.2,0.5,37.5,0.9,2.7,33.3
Zach Lofton,GRD,26,2.5,4.2,58.4,0.9,2.3,40.7,0.5,1.5,37.1,0.1,0.2,60.0,0.1,0.2,25.0,0.9,4.0,22.9
Zach Smith,GBO,23,1.8,2.5,71.6,0.2,0.6,38.5,0.0,0.2,11.1,0.0,0.0,0.0,0.1,0.1,40.0,0.0,0.1,0.0
Zak Irvin,WES,24,4.2,6.4,65.1,0.6,1.5,43.2,0.5,1.3,39.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,16.7
Zhaire Smith,DEL,20,1.7,3.0,57.6,0.4,0.9,40.0,0.5,1.4,40.0,0.0,0.4,0.0,0.0,0.1,0.0,0.5,2.0,22.7
Zhou Qi,RGV,23,2.9,3.7,76.9,0.1,0.6,25.0,0.0,0.1,0.0,0.1,0.3,50.0,0.0,0.4,0.0,1.4,3.6,40.0
