APP,BPP,DRB PP,FG %,FG PP,FG2 %,FG2 PP,FG2A PP,FG3 %,FG3 PP,FG3A PP,FGA PP,FT %,FT PP,FTA PP,Fouls PP,GP,GS,MP,ORB PP,Off. Ra,PPP,SPP,TO PP,TRB PP,Teams,age,name,position
0.0,5.0,6.7,.444,6.7,.444,6.7,15.0,,0.0,0.0,15.0,.833,8.3,10.0,1.7,11,0,30,8.3,114,21.7,1.7,3.3,15.0,Ike Anigbogu,19,Ike Anigbogu,C
6.5,1.9,10.8,.529,13.4,.554,12.6,22.8,.307,0.8,2.5,25.4,.760,8.8,11.6,4.2,75,75,2756,2.8,116,36.4,2.0,4.0,13.6,Giannis Antetokounmpo,23,Giannis Antetokounmpo,PF
2.0,1.0,7.7,.404,9.4,.437,6.0,13.8,.357,3.4,9.4,23.2,.767,2.9,3.8,3.9,78,78,2501,1.3,104,25.0,0.9,2.0,9.0,Carmelo Anthony,33,Carmelo Anthony,PF
1.8,0.5,4.7,.471,5.4,.604,3.0,5.0,.371,2.4,6.6,11.5,.629,1.3,2.1,4.3,74,62,1481,1.5,113,14.6,1.7,1.5,6.1,OG Anunoby,20,OG Anunoby,SF
5.6,0.0,3.9,.415,2.7,.800,1.3,1.6,.290,1.4,5.0,6.6,.833,0.8,1.0,2.9,24,0,304,0.2,105,7.7,2.1,2.1,4.0,Ryan Arcidiacono,23,Ryan Arcidiacono,PG
2.3,0.3,5.7,.412,5.8,.519,2.1,4.1,.368,3.7,10.0,14.1,.854,1.6,1.9,2.9,67,67,2269,0.7,114,17.0,2.1,1.1,6.4,Trevor Ariza,32,Trevor Ariza,SF
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2,1.1,4.2,.468,7.7,.583,4.9,8.4,.348,2.8,8.1,16.5,.667,0.7,1.1,7.7,19,1,141,1.1,90,19.0,2.8,5.3,5.3,Darrell Arthur,29,Darrell Arthur,PF
3.2,0.5,6.0,.392,5.4,.460,4.0,8.8,.276,1.4,5.1,13.9,.583,1.2,2.1,1.9,15,1,279,0.7,94,13.5,0.4,1.4,6.7,Jamel Artis,25,Jamel Artis,SG
0.8,1.1,10.0,.409,2.4,.409,2.4,5.8,,0.0,0.0,5.8,.308,1.1,3.4,5.3,18,0,182,2.4,76,5.8,0.5,2.4,12.4,Ömer Aşık,31,Ömer Aşık,C
0.8,0.8,11.8,.438,2.8,.438,2.8,6.3,,0.0,0.0,6.3,.333,1.6,4.7,5.5,14,0,121,2.8,85,7.1,0.4,2.0,14.6,Ömer Aşık,31,Ömer Aşık,C
0.8,1.6,6.4,.333,1.6,.333,1.6,4.8,,0.0,0.0,4.8,.000,0.0,0.8,4.8,4,0,61,1.6,52,3.2,0.8,3.2,8.0,Ömer Aşık,31,Ömer Aşık,C
8.0,0.0,3.6,.452,6.8,.485,3.6,7.5,.419,3.2,7.6,15.0,.868,4.6,5.3,2.6,75,36,1760,0.8,116,21.3,1.5,3.4,4.5,D.J. Augustin,30,D.J. Augustin,PG
2.1,0.5,6.1,.423,6.3,.525,2.1,4.1,.385,4.1,10.7,14.8,.773,1.2,1.5,3.7,50,14,715,0.5,109,17.8,0.5,1.3,6.6,Luke Babbitt,28,Luke Babbitt,SF
2.2,0.4,6.5,.476,6.9,.544,2.7,4.9,.441,4.2,9.5,14.4,.773,1.5,1.9,4.0,37,9,570,0.4,119,19.4,0.6,1.3,6.9,Luke Babbitt,28,Luke Babbitt,SF
1.7,0.7,4.5,.234,3.8,.000,0.0,0.7,.244,3.8,15.6,16.3,,0.0,0.0,2.4,13,5,145,0.7,74,11.4,0.3,1.4,5.2,Luke Babbitt,28,Luke Babbitt,SF
2.6,0.1,8.2,.375,4.9,.409,4.2,10.2,.256,0.8,2.9,13.1,.800,1.4,1.7,3.1,53,6,713,0.3,88,12.0,1.1,1.6,8.5,Dwayne Bacon,22,Dwayne Bacon,SG
6.1,0.8,3.2,.339,2.6,.346,1.2,3.3,.333,1.4,4.2,7.6,.769,2.6,3.3,4.2,29,1,385,0.6,104,9.1,3.3,2.3,3.9,Ron Baker,24,Ron Baker,SG
3.1,0.6,4.4,.667,8.7,.625,6.2,10.0,.800,2.5,3.1,13.1,.600,3.7,6.2,7.5,7,0,80,0.6,131,23.6,1.2,2.5,5.0,Wade Baldwin,21,Wade Baldwin,PG
10.1,1.2,7.8,.360,5.5,.420,3.0,7.2,.305,2.4,7.9,15.2,.451,0.9,1.9,3.1,52,50,1780,1.9,97,14.2,2.4,3.7,9.7,Lonzo Ball,20,Lonzo Ball,PG
13.6,0.1,5.8,.439,9.5,.499,5.9,11.8,.367,3.6,9.8,21.6,.784,2.5,3.2,2.6,69,10,1603,0.5,109,25.1,1.1,4.5,6.3,J.J. Barea,33,J.J. Barea,PG
2.9,0.3,7.5,.445,10.2,.478,8.0,16.7,.357,2.3,6.3,23.0,.827,4.9,6.0,1.8,77,77,2634,1.5,105,27.7,0.9,2.2,8.9,Harrison Barnes,25,Harrison Barnes,PF
6.1,1.0,6.3,.452,8.6,.510,5.7,11.2,.370,2.9,7.8,19.0,.805,3.4,4.2,3.1,81,40,2683,1.3,113,23.4,1.5,2.8,7.6,Will Barton,27,Will Barton,SG
8.6,0.6,6.1,.415,6.6,.473,4.4,9.3,.336,2.3,6.7,16.0,.831,2.7,3.2,1.8,64,64,1981,1.4,107,18.2,1.6,3.2,7.5,Nicolas Batum,29,Nicolas Batum,SG
2.8,0.3,3.4,.416,5.7,.474,2.9,6.0,.370,2.8,7.6,13.6,.795,1.8,2.3,4.7,39,11,925,0.8,102,16.0,1.2,2.4,4.2,Jerryd Bayless,29,Jerryd Bayless,SG
3.1,1.7,10.2,.471,7.1,.487,7.0,14.3,.143,0.1,0.7,15.0,.756,2.0,2.6,6.7,81,67,1485,4.4,103,16.2,0.7,2.7,14.6,Aron Baynes,31,Aron Baynes,C
6.2,1.2,6.1,.420,7.8,.438,4.8,11.0,.394,2.9,7.5,18.5,.796,4.4,5.5,4.0,65,65,1789,0.7,101,22.8,2.7,4.3,6.8,Kent Bazemore,28,Kent Bazemore,SG
6.2,0.6,5.0,.460,11.4,.507,8.1,15.9,.375,3.3,8.8,24.8,.791,4.9,6.2,2.7,82,82,2977,1.0,109,31.0,1.6,3.6,6.1,Bradley Beal,24,Bradley Beal,SG
2.6,0.6,4.8,.410,6.2,.469,3.8,8.2,.341,2.4,7.0,15.1,.667,1.9,2.8,3.1,62,0,583,1.2,101,16.7,1.3,2.0,6.0,Malik Beasley,21,Malik Beasley,SG
3.7,1.3,9.5,.507,12.3,.520,11.2,21.6,.395,1.0,2.6,24.2,.780,3.7,4.8,4.3,74,30,1653,2.9,103,29.3,1.1,4.3,12.4,Michael Beasley,29,Michael Beasley,PF
3.7,0.3,3.3,.441,8.4,.509,4.7,9.2,.377,3.7,9.9,19.1,.908,3.7,4.1,2.3,80,2,1947,0.5,110,24.2,1.6,2.3,3.8,Marco Belinelli,31,Marco Belinelli,SG
4.2,0.1,3.5,.410,8.0,.450,4.3,9.6,.372,3.7,10.0,19.6,.927,4.1,4.4,1.7,52,1,1210,0.6,109,23.9,1.9,2.2,4.0,Marco Belinelli,31,Marco Belinelli,SG
2.9,0.6,2.9,.495,9.0,.618,5.3,8.5,.385,3.7,9.7,18.2,.870,3.1,3.5,3.3,28,1,737,0.4,114,24.8,1.3,2.6,3.3,Marco Belinelli,31,Marco Belinelli,SG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.1,3.3,8.8,.627,6.9,.641,6.9,10.8,.000,0.0,0.2,11.0,.682,1.8,2.6,5.5,57,13,809,3.6,121,15.6,2.1,3.0,12.3,Jordan Bell,23,Jordan Bell,C
5.3,1.3,6.9,.414,5.7,.429,4.5,10.5,.367,1.2,3.2,13.7,.576,2.0,3.5,4.1,26,3,455,0.9,83,14.6,2.3,5.0,7.7,DeAndre' Bembry,23,DeAndre' Bembry,SF
3.0,1.2,7.4,.386,4.3,.426,1.6,3.7,.366,2.7,7.5,11.2,.765,0.9,1.2,3.8,82,37,2069,0.9,95,12.3,0.5,2.6,8.4,Dragan Bender,20,Dragan Bender,PF
3.4,1.3,6.3,.440,7.5,.588,3.1,5.3,.373,4.4,11.7,17.0,.816,1.9,2.3,4.3,77,10,1086,0.8,115,21.2,1.2,1.7,7.1,Dāvis Bertāns,25,Dāvis Bertāns,PF
4.7,0.7,4.2,.403,7.0,.407,3.5,8.6,.400,3.5,8.7,17.3,.824,2.0,2.5,4.9,11,11,334,2.3,102,19.5,2.8,3.6,6.6,Patrick Beverley,29,Patrick Beverley,SG
2.9,1.8,9.3,.540,5.8,.540,5.8,10.7,,0.0,0.0,10.7,.689,3.6,5.2,4.7,42,0,578,5.9,123,15.1,1.3,1.8,15.2,Khem Birch,25,Khem Birch,C
3.5,0.4,5.6,.577,6.5,.632,5.2,8.3,.429,1.3,3.0,11.3,.462,2.6,5.6,3.0,13,1,115,2.6,107,16.9,1.3,3.5,8.3,Jabari Bird,23,Jabari Bird,SG
2.2,3.1,10.6,.520,6.0,.521,6.0,11.5,.000,0.0,0.0,11.5,.650,3.3,5.1,5.2,82,25,1495,4.7,108,15.3,0.7,2.8,15.3,Bismack Biyombo,25,Bismack Biyombo,C
3.1,0.6,8.1,.461,6.2,.505,3.5,6.9,.415,2.8,6.7,13.5,.800,1.3,1.6,5.1,67,21,1371,1.9,114,16.6,1.8,1.9,10.0,Nemanja Bjelica,29,Nemanja Bjelica,PF
1.2,2.8,9.2,.591,6.9,.638,6.8,10.6,.091,0.1,1.0,11.7,.460,2.7,5.8,9.8,51,2,536,5.8,110,16.5,1.9,3.2,15.0,Tarik Black,26,Tarik Black,C
3.1,0.2,4.5,.371,8.2,.418,5.9,14.1,.288,2.3,8.1,22.2,.769,4.7,6.1,3.0,19,0,314,0.6,96,23.5,1.1,1.7,5.1,Antonio Blakeney,21,Antonio Blakeney,SG
7.9,0.9,5.0,.473,10.0,.545,7.4,13.5,.347,2.7,7.7,21.2,.795,5.4,6.8,4.0,74,74,2322,1.1,109,28.2,3.2,4.6,6.1,Eric Bledsoe,28,Eric Bledsoe,PG
5.2,1.2,2.3,.400,9.2,.444,6.9,15.6,.308,2.3,7.5,23.1,.786,6.3,8.1,3.5,3,3,83,1.7,94,27.1,2.3,5.8,4.0,Eric Bledsoe,28,Eric Bledsoe,PG
8.0,0.9,5.1,.476,10.1,.550,7.4,13.4,.349,2.7,7.7,21.1,.795,5.4,6.7,4.0,71,71,2239,1.1,109,28.2,3.2,4.6,6.2,Eric Bledsoe,28,Eric Bledsoe,PG
3.2,0.0,1.1,.200,1.1,.333,1.1,3.2,.000,0.0,2.1,5.3,.500,1.1,2.1,2.1,5,0,45,0.0,52,3.2,1.1,3.2,1.1,Vander Blue,25,Vander Blue,SG
6.0,0.4,4.5,.446,8.0,.485,5.0,10.3,.392,3.0,7.7,18.0,.840,2.3,2.8,4.0,78,53,2175,0.7,107,21.3,1.7,2.9,5.2,Bogdan Bogdanović,25,Bogdan Bogdanović,SG
2.4,0.2,4.9,.474,8.2,.534,5.1,9.5,.402,3.1,7.8,17.3,.868,3.6,4.2,2.6,80,80,2464,0.6,114,23.1,1.1,2.2,5.5,Bojan Bogdanović,28,Bojan Bogdanović,SF
3.3,2.9,11.5,.680,3.8,.680,3.8,5.5,,0.0,0.0,5.5,1.000,0.4,0.4,8.9,24,5,216,5.8,106,8.0,0.9,4.2,17.3,Andrew Bogut,33,Andrew Bogut,C
0.0,0.0,5.2,.500,3.9,.600,3.9,6.6,.000,0.0,1.3,7.9,.500,3.9,7.9,3.9,6,0,38,7.9,109,11.8,2.6,2.6,13.1,Joel Bolomboy,24,Joel Bolomboy,PF
6.5,0.4,5.6,.432,11.7,.460,7.9,17.2,.383,3.8,9.9,27.1,.878,7.4,8.4,4.3,54,54,1865,0.7,105,34.5,1.2,5.0,6.3,Devin Booker,21,Devin Booker,SG
3.4,0.9,8.4,.516,7.4,.545,7.1,13.0,.242,0.3,1.4,14.4,.710,2.8,3.9,5.0,68,7,1158,4.9,114,18.0,1.2,2.5,13.4,Trevor Booker,30,Trevor Booker,PF
4.7,0.6,10.0,.513,9.5,.536,9.1,17.0,.250,0.4,1.5,18.4,.558,2.9,5.3,5.3,18,6,395,4.7,105,22.2,1.0,3.7,14.6,Trevor Booker,30,Trevor Booker,PF
2.6,1.1,7.3,.560,5.9,.578,5.7,9.9,.286,0.2,0.7,10.6,.821,3.1,3.8,4.9,33,0,494,4.6,125,15.2,1.6,1.9,11.9,Trevor Booker,30,Trevor Booker,PF
3.2,0.9,8.4,.464,7.2,.514,6.7,13.0,.214,0.6,2.6,15.6,.909,1.9,2.0,4.8,17,1,269,5.9,115,16.9,0.7,1.7,14.3,Trevor Booker,30,Trevor Booker,PF
0.0,0.0,48.2,.000,0.0,,0.0,0.0,.000,0.0,48.2,48.2,,0.0,0.0,0.0,1,0,1,0.0,0,0.0,0.0,0.0,48.2,Chris Boucher,25,Chris Boucher,PF
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3,0.3,3.3,.414,9.0,.436,6.4,14.6,.369,2.6,7.0,21.7,.768,2.2,2.8,3.2,46,46,1433,0.8,92,22.8,1.8,3.5,4.0,Avery Bradley,27,Avery Bradley,SG
3.3,0.3,3.0,.409,9.2,.423,6.3,14.8,.381,2.9,7.6,22.4,.763,2.4,3.1,3.1,40,40,1268,0.7,92,23.6,1.8,3.7,3.7,Avery Bradley,27,Avery Bradley,SG
3.2,0.3,5.6,.473,7.7,.543,7.4,13.6,.111,0.3,2.7,16.2,1.000,0.6,0.6,3.5,6,6,165,0.9,96,16.2,1.5,2.4,6.5,Avery Bradley,27,Avery Bradley,SG
1.7,0.0,12.1,.273,5.2,.300,5.2,17.3,.000,0.0,1.7,19.0,1.000,3.5,3.5,1.7,9,0,29,6.9,95,13.8,0.0,0.0,19.0,Tony Bradley,20,Tony Bradley,C
2.6,0.6,4.5,.449,5.7,.539,4.5,8.3,.282,1.2,4.4,12.7,.722,2.6,3.6,5.6,72,18,1208,1.7,107,15.3,3.2,2.0,6.2,Corey Brewer,31,Corey Brewer,SF-SG
2.8,0.6,4.8,.453,5.4,.543,4.8,8.9,.186,0.6,3.0,11.9,.667,2.3,3.5,5.7,54,2,694,1.6,97,13.6,2.8,2.6,6.4,Corey Brewer,31,Corey Brewer,SF
2.3,0.6,4.0,.444,6.2,.532,4.0,7.4,.343,2.2,6.5,13.9,.795,3.0,3.8,5.4,18,16,514,1.9,121,17.6,3.7,1.1,5.9,Corey Brewer,31,Corey Brewer,SG
5.3,0.5,4.6,.485,8.5,.532,6.3,11.9,.385,2.2,5.6,17.5,.882,2.6,3.0,4.4,48,20,1436,0.8,112,21.7,1.4,2.3,5.4,Malcolm Brogdon,25,Malcolm Brogdon,PG
5.3,0.0,2.6,.406,7.4,.447,4.5,10.1,.355,2.9,8.2,18.3,.727,2.1,2.9,7.4,32,1,189,1.9,103,19.8,1.6,2.9,4.5,Aaron Brooks,33,Aaron Brooks,PG
2.9,0.4,4.5,.440,7.3,.484,5.3,10.9,.356,2.0,5.7,16.6,.747,2.7,3.6,5.0,82,74,2350,1.1,100,19.3,1.6,2.7,5.5,Dillon Brooks,22,Dillon Brooks,SF
6.5,0.8,3.4,.500,13.4,.457,8.4,18.3,.594,5.0,8.4,26.7,.870,5.2,6.0,1.6,7,1,193,2.1,117,36.9,2.9,4.2,5.5,MarShon Brooks,29,MarShon Brooks,SG
12.5,0.0,0.0,1.000,12.5,,0.0,0.0,1.000,12.5,12.5,12.5,,0.0,0.0,0.0,1,0,4,0.0,279,37.5,0.0,0.0,0.0,Anthony Brown,25,Anthony Brown,SF
4.7,0.0,3.0,.328,8.1,.444,3.4,7.7,.275,4.7,17.1,24.8,.500,0.4,0.9,2.6,20,0,115,0.0,83,21.4,1.7,3.9,3.0,Bobby Brown,33,Bobby Brown,PG
2.6,0.6,6.5,.465,8.7,.507,5.9,11.5,.395,2.8,7.1,18.6,.644,3.5,5.4,4.2,70,70,2152,1.5,105,23.6,1.6,2.9,8.0,Jaylen Brown,21,Jaylen Brown,SG
4.6,0.0,5.0,.412,5.0,.545,4.3,7.8,.167,0.7,4.3,12.1,1.000,0.7,0.7,2.5,14,0,139,0.4,102,11.3,1.8,1.1,5.3,Lorenzo Brown,27,Lorenzo Brown,PG
3.2,0.0,6.3,.286,3.2,.500,1.6,3.2,.200,1.6,7.9,11.1,,0.0,0.0,9.5,4,0,31,1.6,74,7.9,0.0,3.2,7.9,Markel Brown,26,Markel Brown,SG
1.6,0.8,7.5,.400,5.3,.439,3.2,7.3,.352,2.1,5.8,13.2,.875,1.3,1.5,5.1,54,4,776,1.7,100,13.9,2.0,1.6,9.2,Sterling Brown,22,Sterling Brown,SG
0.0,0.0,14.7,.000,0.0,,0.0,0.0,.000,0.0,9.8,9.8,,0.0,0.0,0.0,4,0,10,0.0,0,0.0,0.0,0.0,14.7,Nicolás Brussino,24,Nicolás Brussino,SF
4.0,1.3,9.3,.381,5.3,.636,4.7,7.3,.100,0.7,6.6,14.0,.556,3.3,6.0,4.0,15,0,72,2.0,100,14.6,0.7,1.3,11.3,Thomas Bryant,20,Thomas Bryant,C
2.7,0.4,3.7,.489,7.7,.536,4.1,7.6,.445,3.6,8.1,15.7,.796,1.1,1.4,2.0,62,52,1732,0.8,118,20.1,1.4,1.4,4.4,Reggie Bullock,26,Reggie Bullock,SF
10.7,0.3,3.7,.503,12.2,.556,9.8,17.6,.362,2.4,6.6,24.2,.649,2.3,3.6,2.7,36,9,785,0.8,117,29.1,1.5,2.7,4.5,Trey Burke,25,Trey Burke,PG
3.2,0.4,8.2,.411,8.1,.452,5.8,12.9,.331,2.2,6.7,19.6,.863,5.1,5.9,3.6,64,1,1059,0.9,102,23.4,1.8,2.8,9.1,Alec Burks,26,Alec Burks,SG
6.7,0.6,5.4,.474,10.1,.509,8.5,16.7,.350,1.6,4.6,21.3,.854,8.4,9.8,1.8,59,59,2164,1.8,122,30.2,2.7,2.5,7.3,Jimmy Butler,28,Jimmy Butler,SG
6.9,0.2,3.4,.414,9.6,.438,7.8,17.9,.333,1.8,5.3,23.1,.878,4.2,4.8,4.6,29,0,427,1.4,97,25.1,2.2,4.6,4.8,Dwight Buycks,28,Dwight Buycks,PG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9,1.9,7.1,.290,4.2,.429,2.8,6.6,.176,1.4,8.0,14.6,.833,2.4,2.8,3.8,12,0,107,3.3,86,12.3,1.4,1.9,10.4,Bruno Caboclo,22,Bruno Caboclo,SF
7.0,0.0,7.0,.000,0.0,,0.0,0.0,.000,0.0,14.1,14.1,,0.0,0.0,7.0,2,0,7,0.0,33,0.0,7.0,0.0,7.0,Bruno Caboclo,22,Bruno Caboclo,SF
1.5,2.0,7.1,.310,4.6,.429,3.0,7.1,.200,1.5,7.6,14.7,.833,2.5,3.0,3.5,10,0,100,3.5,89,13.1,1.0,2.0,10.6,Bruno Caboclo,22,Bruno Caboclo,SF
6.3,0.1,3.8,.503,5.0,.545,2.6,4.7,.464,2.4,5.2,9.9,.800,1.3,1.6,4.3,57,32,914,0.8,122,13.7,1.4,2.2,4.5,José Calderón,36,José Calderón,PG
3.2,0.3,6.4,.426,6.6,.473,3.5,7.5,.383,3.1,8.1,15.5,.789,3.0,3.8,2.8,74,74,2458,1.2,111,19.3,2.1,1.9,7.5,Kentavious Caldwell-Pope,24,Kentavious Caldwell-Pope,SG
8.6,0.1,4.4,.380,5.9,.423,3.4,8.1,.333,2.5,7.5,15.5,.902,5.2,5.8,4.1,20,1,422,0.7,110,19.5,1.8,3.3,5.1,Isaiah Canaan,26,Isaiah Canaan,PG-SG
0.0,0.0,12.3,.000,0.0,.000,0.0,12.3,,0.0,0.0,12.3,,0.0,0.0,0.0,1,0,4,0.0,0,0.0,0.0,0.0,12.3,Isaiah Canaan,26,Isaiah Canaan,SG
8.7,0.1,4.4,.382,6.0,.429,3.4,8.0,.333,2.5,7.6,15.6,.902,5.3,5.8,4.1,19,1,418,0.7,110,19.7,1.8,3.3,5.0,Isaiah Canaan,26,Isaiah Canaan,PG
1.6,3.3,13.6,.652,10.7,.653,10.7,16.3,.000,0.0,0.0,16.4,.560,3.5,6.2,4.5,74,74,2034,5.8,126,24.8,1.4,2.5,19.4,Clint Capela,23,Clint Capela,C
3.3,0.7,8.3,.414,7.2,.457,4.0,8.8,.371,3.2,8.7,17.5,.764,4.2,5.5,3.7,73,73,2180,2.3,109,21.9,1.3,2.3,10.7,DeMarre Carroll,31,DeMarre Carroll,PF
3.4,1.3,6.4,.403,5.6,.483,2.8,5.8,.345,2.8,8.1,14.0,.757,1.4,1.8,4.7,58,5,1026,0.9,103,15.4,2.1,1.8,7.3,Vince Carter,41,Vince Carter,SF
6.8,1.3,5.9,.332,4.4,.365,3.6,9.9,.237,0.8,3.4,13.4,.820,4.3,5.2,5.8,52,2,835,2.2,98,14.0,2.6,3.0,8.1,Michael Carter-Williams,26,Michael Carter-Williams,PG
6.4,0.9,4.3,.431,4.3,.507,3.1,6.2,.302,1.1,3.7,9.9,.700,1.8,2.6,4.4,37,7,562,1.3,98,11.4,2.0,3.6,5.5,Alex Caruso,23,Alex Caruso,PG
3.3,1.2,11.1,.580,7.8,.595,7.2,12.0,.455,0.7,1.4,13.5,.725,3.3,4.5,4.6,53,7,740,2.0,117,19.5,1.2,2.4,13.0,Omri Casspi,29,Omri Casspi,SF
4.3,1.7,9.4,.502,9.6,.506,9.5,18.8,.250,0.1,0.3,19.1,.619,3.8,6.1,4.6,73,58,2044,3.2,106,23.1,1.9,2.7,12.6,Willie Cauley-Stein,24,Willie Cauley-Stein,C
2.5,0.4,7.7,.441,6.3,.556,3.3,5.9,.360,3.0,8.4,14.3,.810,1.6,2.0,5.8,39,1,518,4.2,119,17.3,0.8,1.3,12.0,Tyler Cavanaugh,23,Tyler Cavanaugh,PF
7.0,0.5,5.1,.379,6.0,.456,4.1,9.0,.277,1.9,6.8,15.8,.855,4.2,4.9,6.4,66,10,1421,0.5,96,18.0,2.8,4.2,5.6,Mario Chalmers,31,Mario Chalmers,PG
2.2,1.1,11.8,.647,5.0,.647,5.0,7.8,,0.0,0.0,7.8,.624,2.4,3.9,4.4,46,46,1151,5.6,123,12.5,0.7,2.5,17.4,Tyson Chandler,35,Tyson Chandler,C
3.4,0.8,6.3,.445,5.9,.501,4.1,8.1,.358,1.9,5.2,13.3,.772,1.9,2.4,3.3,74,71,2346,2.2,110,15.6,0.9,1.9,8.4,Wilson Chandler,30,Wilson Chandler,SF
2.6,2.2,10.0,.423,6.3,.509,4.6,9.0,.295,1.8,6.0,15.0,.608,3.0,5.0,6.4,72,49,1527,2.4,95,17.4,1.6,3.4,12.4,Marquese Chriss,20,Marquese Chriss,PF
3.6,0.3,3.8,.448,7.3,.533,5.2,9.8,.318,2.0,6.4,16.2,.763,1.5,1.9,3.9,74,2,1455,0.3,102,18.1,1.1,1.9,4.2,Ian Clark,26,Ian Clark,SG
5.6,0.2,4.1,.451,11.0,.500,8.1,16.2,.352,2.9,8.1,24.4,.800,3.9,4.9,2.7,81,2,1888,1.5,106,28.7,1.5,3.2,5.5,Jordan Clarkson,25,Jordan Clarkson,SG
6.6,0.1,4.4,.448,11.4,.505,8.8,17.4,.324,2.6,8.0,25.4,.795,4.0,5.0,2.4,53,2,1256,1.7,105,29.4,1.5,3.6,6.1,Jordan Clarkson,25,Jordan Clarkson,SG
3.7,0.2,3.5,.456,10.2,.486,6.7,13.9,.407,3.4,8.4,22.2,.810,3.6,4.5,3.4,28,0,632,1.0,109,27.4,1.5,2.5,4.5,Jordan Clarkson,25,Jordan Clarkson,SG
2.4,0.0,4.7,.333,4.7,.000,0.0,2.4,.400,4.7,11.8,14.1,1.000,1.6,1.6,6.3,7,0,64,0.8,102,15.7,1.6,1.6,5.5,Gian Clavell,24,Gian Clavell,SG
0.8,2.0,4.4,.381,3.2,.294,2.0,6.9,.750,1.2,1.6,8.5,.667,1.6,2.4,9.3,17,0,123,1.2,78,9.3,2.8,2.8,5.7,Antonius Cleveland,23,Antonius Cleveland,SG
1.2,2.5,5.0,.286,2.5,.308,2.5,8.1,.000,0.0,0.6,8.7,.500,1.2,2.5,6.8,13,0,81,1.2,70,6.2,3.7,1.2,6.2,Antonius Cleveland,23,Antonius Cleveland,SG
